20200208,浦东,外高桥,满五唯一  楼层好  视野宽阔 采光充足 配套设施齐全,276万,2室1厅 | 69.71平米 | 南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_2k7RpAJKI.jpg.296x216.jpg
20200208,浦东,外高桥,外高桥/六号线/港城路/双南两房/满五/高桥二村,160万,2室1厅 | 48平米 | 南 | 简装 | 高楼层(共6层) | 1981年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_PB8UiP5XF_1.jpg.296x216.jpg
20200208,浦东,外高桥,永、久城市花园 近地铁精装大两房,535万,2室2厅 | 116平米 | 南 | 精装 | 低楼层(共13层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-cbf3b903-2a94-48ee-bda0-d1730acc2d7e.png.296x216.jpg
20200208,浦东,外高桥,潼港二村双南两房 中等装修 生活、交通便利,268万,2室1厅 | 79平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-c3abf3d2-dca4-4afb-a704-e2ffa88796f1.jpg.296x216.jpg
20200208,浦东,外高桥,高桥新城环境优雅、生活便利，值得鉴赏,525万,2室2厅 | 132.74平米 | 南 | 精装 | 低楼层(共6层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-b97e2bf9-cb04-454e-865a-cfa0bb59b98c.jpg.296x216.jpg
20200208,浦东,外高桥,房间主卧朝南，有阳台，整体采光好。,170万,2室1厅 | 50平米 | 南 | 简装 | 高楼层(共6层) | 1981年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-83e82926-dfae-4694-887e-0687b662c0b8.png.296x216.jpg
20200208,浦东,外高桥,公司产权  资金回笼 诚意出售 看房提前约,320万,3室1厅 | 92.88平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-7d361dd1-49ce-4694-8a65-610cf347587b.jpg.296x216.jpg
20200208,浦东,外高桥,临自贸区 地铁站 景观楼层 双南户型 价格面议,210万,2室1厅 | 58.69平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/105c0f40-2854-4303-ae38-61d1ca4805e6_1000.jpg.296x216.jpg
20200208,浦东,外高桥,潼港三村 2室1厅 220万,220万,2室1厅 | 52.58平米 | 南 | 简装 | 高楼层(共6层) | 2001年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Hb0Qh1bxZ_1.jpg.296x216.jpg
20200208,浦东,外高桥,视野开阔，采光充足，出行方便产权清晰，诚意出售,169万,1室1厅 | 48.4平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-987b99c8-a137-4e89-85ef-46a8a4ca9b8e.jpg.296x216.jpg
20200208,浦东,外高桥,高桥老城古镇繁华地段 潼港五村 金三楼层 楼栋位置佳,233万,2室1厅 | 63.14平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_gzmCIMCKd_1.jpg.296x216.jpg
20200208,浦东,外高桥,一楼双天井，实际使用面积大。满五唯一,223万,2室1厅 | 42.95平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_DFdNtDRoB_1.jpg.296x216.jpg
20200208,浦东,外高桥,双南2房+近地铁6号线+正对高桥公园,255万,2室1厅 | 71.85平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/eb0a430c-9adb-4c30-a04b-144980bf68b9_1000.jpg.296x216.jpg
20200208,浦东,外高桥,婚房装修，6+10双轨，西校，诚心出售,330万,2室1厅 | 77.39平米 | 南 | 精装 | 中楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-c2f7dc5d-d9fd-43a3-9137-e2c69675c877.jpg.296x216.jpg
20200208,浦东,外高桥,品质小区三房，6+10双轨，精装修，诚心售,449万,3室1厅 | 108.64平米 | 南 | 简装 | 中楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_hLftfSKzP_1.jpg.296x216.jpg
20200208,浦东,外高桥,婚房装修大1房，09年带电梯，环境如花园采光如顶楼,246万,1室2厅 | 59.13平米 | 南 北 | 精装 | 低楼层(共11层) | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_WqS5mw34v_1.jpg.296x216.jpg
20200208,浦东,外高桥,双轨交汇，复式房，四房两厅，满足三代人居住需求房主自荐,625万,4室2厅 | 156.22平米 | 南 | 精装 | 高楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20170304/fff56eda-f62f-4a70-ab80-7bcccccb554b.jpg.296x216.jpg
20200208,浦东,外高桥,潼港八村 南北户型 双规地铁 生活便利,195万,2室1厅 | 53.69平米 | 暂无数据 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20170915/21ff4cd9-cdee-446f-ba96-4aadaf20ce08.jpg.296x216.jpg
20200208,浦东,外高桥,阳明花园二期样板房交付 全新未住过人 人车分流带地暖,535万,2室1厅 | 97平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,https://image1.ljcdn.com/310000-inspection/test-b836ed0d-d6ac-4ad1-ab43-b33d705b14d2.png.296x216.jpg
20200208,浦东,外高桥,高品质社区 户型拿过白玉兰奖 地铁航津路口 自贸区,630万,3室2厅 | 137.87平米 | 南 | 精装 | 低楼层(共11层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/daed0ab7-fcc3-43a4-be1e-67773514ccb4.jpg.296x216.jpg
20200208,浦东,外高桥,急！急！急！急！急！急！急！急！产权清晰，可谈,208万,2室1厅 | 57平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20170716/0db28ba1-52d2-4623-839e-4d15099f4506.jpg.296x216.jpg
20200208,浦东,外高桥,和龙新苑 大三房急售 户型通透 满五税少 随时看房,485万,3室2厅 | 129平米 | 南 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload95996d66-b403-43a9-ae66-8eb25b2b9400.jpg.296x216.jpg
20200208,浦东,外高桥,房源布局比较稀 少，户型正气，采光充足,203万,1室1厅 | 55平米 | 南 | 简装 | 低楼层(共11层) | 2010年建 | 板楼,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload75e09713-1576-40e2-a019-effc7cd3c875.jpg.296x216.jpg
20200208,浦东,外高桥,临地铁站 商品房 复式房 4楼复5楼 带露台 阳光房,600万,4室2厅 | 167.24平米 | 南 | 精装 | 高楼层(共4层) | 2001年建 | 板楼,https://image1.ljcdn.com/310000-inspection/4c9be70f-0e17-4c42-86e8-91d9e7b17a5e.jpg.296x216.jpg
20200208,浦东,外高桥,公司产权房  资金回笼 诚心出售  看房提前约,320万,3室1厅 | 91.85平米 | 南 北 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload2c95af9d-0a19-481b-9b7a-ea8afba6028e.jpg.296x216.jpg
20200208,浦东,外高桥,公司产权房  资金回笼  诚意出售  看房提前约,320万,3室1厅 | 91.85平米 | 南 北 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadae320c6d-b716-48ca-b776-9d348d9b8285.jpg.296x216.jpg
20200208,浦东,外高桥,仁恒品质 精装修 满五年  顶层复式，带40平露台房主自荐,1090万,3室2厅 | 218.82平米 | 南 | 精装 | 高楼层(共6层) | 2007年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20160717/18ef5002-2dca-4913-84d4-de828fc3c595.jpg.296x216.jpg
20200208,浦东,外高桥,高南新村，新出三房，好楼层，前面无遮挡，欢迎看房,350万,3室1厅 | 103.13平米 | 南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_52VDjRskK_1.jpg.296x216.jpg
20200208,浦东,外高桥,总价低，配套齐全视野宽阔，产权清晰，诚意出售,190万,1室1厅 | 59.38平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Q3XmoMzAW_1.jpg.296x216.jpg
20200208,浦东,外高桥,位置好景观房，仁恒品质，开发商统一装修，近地铁口,1150万,3室2厅 | 215平米 | 南 | 精装 | 高楼层(共6层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/6e7fced1-346e-40bc-808a-bcc00058cb5b.jpg.296x216.jpg
20200208,浦东,外高桥,2000年商品房，繁华位置地理位置优越，,450万,3室2厅 | 135.23平米 | 南 | 简装 | 低楼层(共5层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-88b5b2c6-e8db-40c4-aa3c-4a6033eed0f9.jpg.296x216.jpg
20200208,浦东,外高桥,高南新村，精装一改两房采光很好，房东诚心出售,209万,2室1厅 | 59.89平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_DYfp3v64l_1.jpg.296x216.jpg
20200208,浦东,外高桥,满五唯一+精装修+大两房+配套齐+6号线,310万,2室2厅 | 92.05平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/a973caa4-1c60-485c-9e4f-13cdf7ba1c99.jpg.296x216.jpg
20200208,浦东,外高桥,仁恒品质 花园住宅 附花园30平，一楼有地下车库不潮湿,777万,3室2厅 | 149.92平米 | 南 北 | 精装 | 低楼层(共6层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_grtDeoLVN_1.jpg.296x216.jpg
20200208,浦东,外高桥,此房诚心出售。南北户型， 此房满五唯一年的。采光充,157万,2室1厅 | 49.78平米 | 南 | 简装 | 高楼层(共6层) | 1980年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20171020/5db3064f-9d9c-4d08-a892-36c960281023.jpg.296x216.jpg
20200208,浦东,外高桥,满足3代人的入住需求6+10号线双轨平层大四房品质小区房主自荐,685万,4室2厅 | 168.06平米 | 南 | 简装 | 低楼层(共12层) | 2005年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20171220/bb3e24e4-b75d-462d-be96-130a70e0b654.jpg.296x216.jpg
20200208,浦东,外高桥,满五唯一+原始毛坯+配套齐+诚心卖+随时看,299万,3室1厅 | 92.66平米 | 南 | 毛坯 | 高楼层(共6层)  | 暂无数据,https://image1.ljcdn.com/310000-inspection/da4bbd19-9a05-4a4d-a7ac-fd94a964395d.jpg.296x216.jpg
20200208,浦东,外高桥,顶楼复式，房源少。业主诚意出售，看中可谈,770万,4室2厅 | 200.05平米 | 南 | 精装 | 高楼层(共4层) | 2001年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20171205/c9c3a0ea-e958-4731-8ed8-07adf4449d2d.jpg.296x216.jpg
20200208,浦东,外高桥,繁华地段 临自贸区 地铁站 中楼层 大一房 满五年,187万,1室1厅 | 47.98平米 | 南 | 简装 | 中楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/145ffcb8-22d4-405b-b3d4-ce113994facf.jpg.296x216.jpg
20200208,浦东,外高桥,6层电梯复式 仁恒品质 带大露台 闲暇之时养养花喝喝茶,1080万,3室2厅 | 217.29平米 | 南 | 精装 | 高楼层(共6层) | 2007年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20170707/38805775-a6f2-451e-b6ea-2e755171f618.jpg.296x216.jpg
20200208,浦东,外高桥,二期大四房 全新未住过人 精装修附地暖 看房随时方便,810万,4室2厅 | 152平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,https://image1.ljcdn.com/310000-inspection/prod-3b423c6a-869e-425c-9a10-4c6865591857.jpg.296x216.jpg
20200208,浦东,外高桥,地铁六号线航津路站旁50米 港式结构商品房,450万,3室2厅 | 133.95平米 | 南 | 毛坯 | 低楼层(共15层) | 1996年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/prod-e6ffa254-f25b-4a66-9533-2f3239150708.jpg.296x216.jpg
20200208,浦东,外高桥,满五年唯一税少 地铁六号线北站 采光视野好 诚意卖,300万,3室1厅 | 92.88平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-2cc3535a-568c-4aca-9e63-163100bf86da.jpg.296x216.jpg
20200208,浦东,外高桥,通园公寓正气三房  地段繁华 楼层佳  商品房,465万,3室2厅 | 122.22平米 | 南 | 简装 | 中楼层(共6层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_w1NJIguuj_1.jpg.296x216.jpg
20200208,浦东,外高桥,该房是满五唯一少税 看房一般都很方便 房东诚心出售,350万,3室2厅 | 101.72平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_re9xXIqeT_1.jpg.296x216.jpg
20200208,浦东,外高桥,南北互通三室，高区视野开阔，品质装修，拎包入住,572万,3室2厅 | 114.59平米 | 南 | 精装 | 高楼层(共15层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_S7WweFp4J_1.jpg.296x216.jpg
20200208,浦东,外高桥,满五年唯一住房税费低，总价低，房型方正，交通便利,374万,2室2厅 | 91.36平米 | 南 | 其他 | 中楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-6d8df3b0-9e67-489d-9503-e9ae7f86a72c.jpg.296x216.jpg
20200208,浦东,外高桥,潼港六村正气一房  楼层佳  精装修  诚心出售,175万,1室1厅 | 40.99平米 | 南 | 精装 | 中楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-9c636e0c-7535-4a19-a7cd-5dc17e3312ac.jpg.296x216.jpg
20200208,浦东,外高桥,业主房子买好 诚意出售富特双南小两房，房子很清爽,208万,2室1厅 | 57.17平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_KDOQWSsSx_1.jpg.296x216.jpg
20200208,浦东,外高桥,大同路780弄 2室1厅 240万,240万,2室1厅 | 60.97平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_vNF2KJK3n.jpg.296x216.jpg
20200208,浦东,外高桥,景观楼层 临地铁站 自贸区 精装修 南北户型 看房随时,223万,2室1厅 | 59.7平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_ec4BkbQsq_1.jpg.296x216.jpg
20200208,浦东,外高桥,仁恒家园精装复式房，开发商统一装修保养如新拎包入住,1150万,3室2厅 | 215.68平米 | 南 | 精装 | 高楼层(共6层) | 2007年建 | 板楼,
20200208,浦东,外高桥,房东诚心出售，满五唯一，房东自住的装修，等你看房,500万,3室2厅 | 126.5平米 | 东南 | 精装 | 中楼层(共27层) | 1996年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/test-604027ff-4557-48a3-8b92-7c9f2a075c69.png.296x216.jpg
20200208,浦东,外高桥,正气两房 南北通透 满五简装 原始动迁,295万,2室1厅 | 74.52平米 | 暂无数据 | 简装 | 低楼层(共6层) | 2010年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/3f25ae8f-88ec-4c51-a85f-ed2ab40320c4.png.296x216.jpg
20200208,浦东,外高桥,户型方正  温馨和谐 配套成熟 出行方便,440万,3室2厅 | 107.89平米 | 南 | 简装 | 高楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_5DWvGzoz1_1.jpg.296x216.jpg
20200208,浦东,外高桥,地铁优质大三房，双轨交汇，价格可谈，价到签约,430万,3室2厅 | 130.15平米 | 南 | 简装 | 高楼层(共6层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-e2380cf0-30b4-4a12-8467-bb5ed3e48bc2.jpg.296x216.jpg
20200208,浦东,外高桥,双南户型，格局方正，交通便利配套齐全,305万,3室1厅 | 88.25平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-6f3cd4da-726a-45d7-b167-58379b91952c.jpg.296x216.jpg
20200208,浦东,外高桥,低区非一楼，采光很好，出行方便，配套齐全,247万,2室1厅 | 70.78平米 | 南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_k11zneyNM_1.jpg.296x216.jpg
20200208,浦东,外高桥,板式正气三房   厨卫全明   位置安静   动迁房,320万,3室1厅 | 86.85平米 | 南 北 | 简装 | 中楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_T8hwndJYR_1.jpg.296x216.jpg
20200208,浦东,外高桥,和祥佳园毛坯两房，南北通透，采光优通风好,360万,2室1厅 | 90.6平米 | 南 北 | 毛坯 | 中楼层(共14层) | 2011年建 | 板楼,
20200208,浦东,外高桥,阳明花园二期 2017年新房 人车分流 精装修带地暖,808万,3室2厅 | 141平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,
20200208,浦东,外高桥,潼港西八村 南北 明亮户型 毛简装修可按自己喜好装修,300万,2室2厅 | 92.89平米 | 南 | 其他 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/3e5395b9-f4dc-4703-b14c-d0da97cef231.png.296x216.jpg
20200208,浦东,外高桥,精致免装修，中间楼层，6号航津路1.2km有直达公交,230万,1室1厅 | 54.72平米 | 南 | 精装 | 中楼层(共11层) | 2009年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/6a87c511-e07e-4f5c-a965-36e4f847cb2b.png.296x216.jpg
20200208,浦东,外高桥,东兴苑 1室1厅 225万,225万,1室1厅 | 55.35平米 | 南 | 其他 | 中楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/28ddd94b-016d-437c-a1ac-76fc0a74f601.png.296x216.jpg
20200208,浦东,外高桥,满五唯一，税费少。高层，视野光线好,328万,3室1厅 | 76.84平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/fa599f73-7f92-418f-ac22-f56e965216ff.png.296x216.jpg
20200208,浦东,外高桥,温馨两房  采光充足 生活空间多 精装修,460万,2室2厅 | 110平米 | 南 | 精装 | 低楼层(共12层) | 2005年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20170105/763320ad-6a51-4faa-a453-89fa327ea726.jpg.296x216.jpg
20200208,浦东,外高桥,仁恒复式两露台，拎包入住，满五年，品质小区,1500万,5室2厅 | 307.86平米 | 南 | 精装 | 高楼层(共6层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/c5f3ee35-4aa3-438c-8a03-405df001cf64.jpg.296x216.jpg
20200208,浦东,外高桥,地上一层，地下一层，产证面积183，诚心卖价格可谈,550万,3室2厅 | 183.54平米 | 南 | 精装 | 低楼层(共13层) | 2012年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20150912/c1fa4a6b-d7f9-4157-a927-8fbf5b5a8012.jpg.296x216.jpg
20200208,浦东,外高桥,高桥红坊，正南朝向，唯一，预约可看,220万,2室1厅 | 48.11平米 | 南 | 其他 | 中楼层(共5层) | 2014年建 | 塔楼,https://image1.ljcdn.com/x-se/hdic-resblock/54e0baa0-2f98-400d-91e9-3e797703b8e7.jpg.296x216.jpg
20200208,浦东,外高桥,香港开发商   南北通透   距离航津路300米,850万,3室2厅 | 152.5平米 | 南 北 | 精装 | 低楼层(共24层) | 2017年建 | 板楼,
20200208,浦东,外高桥,原始两房，视野开阔诚意出售，看房联系小彭,215万,2室1厅 | 66平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/d6b11512-ca76-413c-ab37-2571e2d808ba.png.296x216.jpg
