20200208,宝山,大场镇,上大阳光乾和园 2室2厅 370万房主自荐,370万,2室2厅 | 84.17平米 | 南 | 精装 | 高楼层(共6层) | 2008年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_QWzwtahRz_1.jpg.296x216.jpg
20200208,宝山,大场镇,上大阳光乾和园 3室2厅 438万房主自荐,438万,3室2厅 | 99.31平米 | 南 | 精装 | 中楼层(共11层) | 2008年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_8Scqixaxe_1.jpg.296x216.jpg
20200208,宝山,大场镇,同济城市阳光 2室2厅 480万房主自荐,480万,2室2厅 | 82.44平米 | 南 | 精装 | 中楼层(共13层) | 2014年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_eHVIZZdmp_1.jpg.296x216.jpg
20200208,宝山,大场镇,精装修一房  采光好 交通便利,185万,1室1厅 | 43.5平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-d72bc970-721f-4c01-a43f-c4d762ad869a.jpg.296x216.jpg
20200208,宝山,大场镇,君邑地中海(别墅) 5室3厅 1380万,1380万,5室3厅 | 303.95平米 | 南 | 毛坯 | 3层 | 2011年建 | 板楼 | 联排别墅,https://image1.ljcdn.com/310000-inspection/0e6af522-9f95-44e5-af06-ce394c579d60.jpg.296x216.jpg
20200208,宝山,大场镇,乾溪新村 2室1厅 244万,244万,2室1厅 | 55.75平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,
20200208,宝山,大场镇,南北直通双阳台 采光通风无忧 户型正气 楼层高视野佳,340万,2室2厅 | 90.55平米 | 南 北 | 简装 | 高楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/e93b89d6-ca83-40f2-8997-2ca42cc95b72.png.296x216.jpg
20200208,宝山,大场镇,次新小区，绿化高，环境优美，人车分流，居住感好,585万,3室2厅 | 98.87平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,
20200208,宝山,大场镇,上大阳光乾和园 3室2厅 510万,510万,3室2厅 | 125.62平米 | 南 北 | 简装 | 中楼层(共13层) | 2008年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/d56ebcb9-e41a-42f1-8658-0ec1db68faf2.png.296x216.jpg
20200208,宝山,大场镇,和泰苑 2室2厅 252万,252万,2室2厅 | 63.83平米 | 南 | 毛坯 | 高楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/fe382cb7-c26f-4fad-a705-3ce11f7a752f.png.296x216.jpg
20200208,宝山,大场镇,近地铁 交通便利 生活配套齐全 业主诚售 随时看看房,180万,1室1厅 | 41.02平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/cd252b9f-1a6e-455c-8ddf-efd8bb81f343.png.296x216.jpg
20200208,宝山,大场镇,地中海风格，古典精装别墅，拎包入住,1400万,4室2厅 | 303.95平米 | 南 | 精装 | 3层 | 2011年建 | 板楼 | 联排别墅,https://image1.ljcdn.com/310000-inspection/d65020f5-4542-472f-8e56-86928398aad7.jpg.296x216.jpg
20200208,宝山,大场镇,南北通格局好，位置好视野开阔，采光充足,480万,4室2厅 | 100.04平米 | 南 | 精装 | 高楼层(共6层) | 2008年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20170716/3cea336f-3800-4ab6-a0ca-da8db3a10b33.jpg.296x216.jpg
20200208,宝山,大场镇,产权清新、品质商品房，交通便利、小区安静！房主自荐,375万,2室2厅 | 81.9平米 | 南 | 精装 | 低楼层(共6层) | 2008年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20161002/50b78684-680c-4be0-b2b2-186f662758c1.jpg.296x216.jpg
20200208,宝山,大场镇,上大阳光乾澄园 2室2厅 450万,450万,2室2厅 | 96.1平米 | 南 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20160802/8cf6bb50-a200-4527-afab-eca444eab4e5.jpg.296x216.jpg
20200208,宝山,大场镇,上大阳光乾澄园 2室2厅 515万,515万,2室2厅 | 110平米 | 南 | 其他 | 低楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/x-se/310000-frame/472f6372-0224-4363-aeef-da7d5f80c1cd.PNG.296x216.jpg
20200208,宝山,大场镇,祥泰苑 2室2厅 360万,360万,2室2厅 | 87.4平米 | 南 北 | 简装 | 高楼层(共6层) | 2008年建 | 板楼,
20200208,宝山,大场镇,08年小区精装精装电梯三房，满五唯一税费少诚意出售,500万,3室2厅 | 122.97平米 | 南 | 精装 | 低楼层(共13层) | 2008年建 | 板楼,
20200208,宝山,大场镇,同济城市阳光 4室2厅 700万,700万,4室2厅 | 142.4平米 | 南 | 其他 | 低楼层(共14层) | 2014年建 | 板楼,
