20200208,闵行,吴泾,虹梅新苑电梯两房 视野宽阔 看房随时,340万,2室2厅 | 92.78平米 | 南 北 | 毛坯 | 中楼层(共15层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_nzxMBoBu1_1.jpg.296x216.jpg
20200208,闵行,吴泾,诚售：龙吴路5599弄2003年的房子，全明户型，一梯一户,258万,2室1厅 | 78.11平米 | 南 | 简装 | 中楼层(共6层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_7nMh0vXNS_1.jpg.296x216.jpg
20200208,闵行,吴泾,一手动迁无增值税    大两房  户型南北  价格可谈房主自荐,320万,2室2厅 | 93.38平米 | 南 | 简装 | 低楼层(共14层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-11bcc381-7297-4c1e-80c3-6bce15f38699.jpg.296x216.jpg
20200208,闵行,吴泾,户型正气  干净整洁  南北通透  位置安静 出行方便,309万,2室2厅 | 80.86平米 | 南 北 | 精装 | 中楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_uva0Z8HDM_1.jpg.296x216.jpg
20200208,闵行,吴泾,双南两房，毛坯，户型正气，采光通风好，诚心出售,180万,2室1厅 | 71.56平米 | 南 | 毛坯 | 高楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_3VE7AOnVm_1.jpg.296x216.jpg
20200208,闵行,吴泾,嘉怡水岸，107平毛坯大两房，南北通透，诚心出售,430万,2室1厅 | 107.09平米 | 南 北 | 毛坯 | 低楼层(共18层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-f08236b0-8556-4313-bbdf-884027cbd1ac.png.296x216.jpg
20200208,闵行,吴泾,紫竹半岛正三房 少有户型  诚心出售,680万,3室2厅 | 102.1平米 | 南 北 | 精装 | 高楼层(共18层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_qh0lwku3T_1.jpg.296x216.jpg
20200208,闵行,吴泾,通海一小区 2室2厅 225万,225万,2室2厅 | 70.53平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_lKcLUrLC6_1.jpg.296x216.jpg
20200208,闵行,吴泾,虹梅新苑  大三房  一楼带花园  南北通,439万,3室2厅 | 126.05平米 | 南 | 简装 | 低楼层(共18层) | 2008年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_NmxQzJ7XX_1.jpg.296x216.jpg
20200208,闵行,吴泾,顶楼带阁楼   楼下三房   楼上也可做房间,345万,3室2厅 | 108.91平米 | 南 | 简装 | 高楼层(共6层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_p88CPBgsI_1.jpg.296x216.jpg
20200208,闵行,吴泾,温馨采光户型通透 点进来看看这个是您需要找的家！房主自荐,310万,2室2厅 | 98.24平米 | 南 | 简装 | 高楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-b9631b2b-7806-444b-84e4-a3e3ba466fdd.jpg.296x216.jpg
