20200208,徐汇,建国西路,1988房龄  一层三户 双南户型 满五年唯一 税费微我,650万,2室1厅 | 52.83平米 | 南 | 简装 | 中楼层(共5层) | 1988年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-6f21f391-d784-4d37-bfb3-a6550704e003.jpg.296x216.jpg
20200208,徐汇,建国西路,向 阳+93年竣工+南北通两房+楼层好+未用明额+置换诚售,750万,2室1厅 | 58.94平米 | 南 | 精装 | 低楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-da75374c-29cc-4f16-aca3-13d3592d8571.jpg.296x216.jpg
20200208,徐汇,建国西路,岳阳路永嘉路/低楼层双南2房/太原居委/建襄,813万,2室1厅 | 62.61平米 | 南 | 精装 | 低楼层(共6层) | 1981年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-12e6db32-6a2c-4d07-80f2-870466f0f013.jpg.296x216.jpg
20200208,徐汇,建国西路,老业主委托+太原居委+售后公房+天井12平，随时看房,668万,2室1厅 | 48.67平米 | 南 北 | 精装 | 低楼层(共6层) | 1981年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_4s37SM9Wv_1.jpg.296x216.jpg
20200208,徐汇,建国西路,向阳两年内自己住的装修太原路近建国西路 双南采光好,697万,2室1厅 | 52.76平米 | 南 | 精装 | 中楼层(共5层) | 1977年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-965a9cc1-f377-4004-be5e-1fb0cfe53c42.jpg.296x216.jpg
20200208,徐汇,建国西路,陕西南路凯德打造+客厅挑高6米+复式+*空间大,1188万,3室2厅 | 133.69平米 | 西南 | 精装 | 低楼层(共33层) | 1999年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/pc1_UZ54Q7b2b_1.jpg.296x216.jpg
20200208,徐汇,建国西路,难得的老公寓，烫金地段，品质佳，保养好，还有商圈。,695万,2室0厅 | 74.69平米 | 东 | 精装 | 低楼层(共10层) | 1949年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-ff37f236-c44a-47bf-8580-665b12dd5242.jpg.296x216.jpg
20200208,徐汇,建国西路,太原路公房、小区环境优美安静、底楼带大花园,750万,2室0厅 | 50.01平米 | 南 | 精装 | 4层 | 1976年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-b491b8ae-5b55-4a15-9047-7bdc19b448bb.png.296x216.jpg
20200208,徐汇,建国西路,永嘉路90年新公房+精装东边套全明+可看陆家嘴三件套,615万,2室1厅 | 57.29平米 | 南 | 精装 | 高楼层(共6层) | 1991年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-0207e3cb-c29e-42af-9892-0fa1bed381c9.png.296x216.jpg
20200208,徐汇,建国西路,嘉善路公房，小区中间位置，方便出租，向阳同居委,622万,2室1厅 | 53.66平米 | 南 | 简装 | 高楼层(共6层) | 1988年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-b4ca7172-0f64-4455-a83c-5ff53f0d94ef.jpg.296x216.jpg
20200208,徐汇,建国西路,一楼带天井+两房南北通+全明户型+采光充足+向阳,740万,2室1厅 | 56.93平米 | 南 | 精装 | 低楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_hfSQ4VEqI_1.jpg.296x216.jpg
20200208,徐汇,建国西路,高区，全明户型，采光好，两房朝南，满五唯一，税少,990万,2室2厅 | 102.63平米 | 南 | 精装 | 中楼层(共37层) | 1999年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/pc1_ZpbI2Ay9o_1.jpg.296x216.jpg
20200208,徐汇,建国西路,陕西南路建国西路  花园小区 双南正气二房二厅,995万,2室2厅 | 102.63平米 | 南 | 精装 | 中楼层(共37层) | 1999年建 | 板塔结合,https://image1.ljcdn.com/310000-inspection/pc1_YeLxIXQkS_1.jpg.296x216.jpg
20200208,徐汇,建国西路,新式里弄整层，层高3.5米，光线充足，各付各税。,980万,3室1厅 | 111.06平米 | 南 北 | 简装 | 低楼层(共2层) | 2005年建 | 平房,https://image1.ljcdn.com/310000-inspection/prod-2f4c52b5-fa4a-40a3-9bc4-68b818e0b589.jpg.296x216.jpg
20200208,徐汇,建国西路,嘉御庭高区赏景，户型通透自住爱惜，满五低税车位另算,2350万,2室2厅 | 138.22平米 | 南 | 精装 | 19层 | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_qfb4sEdND_1.jpg.296x216.jpg
20200208,徐汇,建国西路,设计师设计丨方正居家丨楼层优越丨视野很棒，法式梧桐,1980万,4室2厅 | 194.81平米 | 南 | 精装 | 中楼层(共19层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-f4383000-cf64-41e6-99f5-0e691d5ea7b3.jpg.296x216.jpg
20200208,徐汇,建国西路,品质嘉御庭旁-两房朝南-客厅朝南-户型方正-随时看房房主自荐,1575万,3室2厅 | 176.44平米 | 南 | 精装 | 高楼层(共24层) | 1999年建 | 板塔结合,https://image1.ljcdn.com/310000-inspection/pc1_vvooVTntB_1.jpg.296x216.jpg
20200208,徐汇,建国西路,复兴中路 9平露台  整层新式里弄  两房 中 央空调,1050万,2室1厅 | 89.01平米 | 南 | 精装 | 低楼层(共3层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-1d75132e-d108-48f3-aa93-f974c7cd28ce.jpg.296x216.jpg
20200208,徐汇,建国西路,原始2房1厅改1房1厅+向阳+南北通+低楼层,660万,1室1厅 | 55.03平米 | 南 | 精装 | 中楼层(共6层) | 1984年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-a3a7bb56-4449-40b5-8282-9a2f00551647.png.296x216.jpg
20200208,徐汇,建国西路,襄阳南路上的南北通透两房，拎包入住,700万,2室1厅 | 66.95平米 | 南 北 | 精装 | 低楼层(共6层) | 1990年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-95451a18-c0f2-4217-b89d-b01759e30e3a.jpg.296x216.jpg
20200208,徐汇,建国西路,梧桐花园大三房，客厅朝东八角落地大窗，全明户型诚售,1179万,3室2厅 | 134.05平米 | 东 东南 | 精装 | 低楼层(共19层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-fb2a0709-7cc3-4329-9390-79ae91be51ca.jpg.296x216.jpg
20200208,徐汇,建国西路,两个独用大露台+顶楼复式+精装修大飘窗,2880万,4室2厅 | 207.79平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,https://image1.ljcdn.com/310000-inspection/prod-697fbe4a-100e-46b3-8472-61576926bb3c.jpg.296x216.jpg
20200208,徐汇,建国西路,建国西路高层大三房+向阳，让孩子赢在起跑线！,1580万,3室2厅 | 164.84平米 | 南 西南 | 精装 | 中楼层(共22层) | 1998年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_lZfxRQ3c8_1.jpg.296x216.jpg
20200208,徐汇,建国西路,嘉御庭高区 业主诚意售  带产权车位一个 屋况好,2250万,2室2厅 | 142.23平米 | 南 | 精装 | 37层  | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_PrnPrf5AV_1.jpg.296x216.jpg
20200208,徐汇,建国西路,复兴中路+汾阳路，东边套全明三房，三级甲等医院隔壁,1900万,3室2厅 | 173.74平米 | 南 | 简装 | 高楼层(共12层)  | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_N3f0nXDtx_1.jpg.296x216.jpg
20200208,徐汇,建国西路,永嘉路近襄阳南路+满五唯一+高得房率+随时看房,1050万,3室1厅 | 97平米 | 南 | 简装 | 低楼层(共6层) | 1990年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_nhzFu5c6Z_1.jpg.296x216.jpg
20200208,徐汇,建国西路,太原路永嘉路,多层电梯房+全南户型+景观视野,1680万,3室2厅 | 164.44平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_6IrUUCQiN_1.jpg.296x216.jpg
20200208,徐汇,建国西路,陕西南路888弄近建国西路9/12号线430米高区景观房,1050万,2室1厅 | 122平米 | 东南 | 精装 | 高楼层(共29层) | 1999年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-faf1a9cc-3571-4f28-aabc-9c305b8f7a22.jpg.296x216.jpg
20200208,徐汇,建国西路,双南+南北通全明户型+采光好视野宽阔,795万,2室1厅 | 76.51平米 | 南 | 毛坯 | 高楼层(共6层) | 1991年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Ufip16qWD_1.jpg.296x216.jpg
20200208,徐汇,建国西路,一家一世界一屋一风格，永嘉路上海旧时产权老式里弄,965万,2室1厅 | 71.64平米 | 南 | 精装 | 低楼层(共1层) | 1936年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_UhxzX8SUI_1.jpg.296x216.jpg
20200208,徐汇,建国西路,襄阳南路525号 2室0厅 680万,680万,2室0厅 | 54.39平米 | 南 | 简装 | 中楼层(共4层) | 1976年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Z7wgbW2Ts_1.jpg.296x216.jpg
20200208,徐汇,建国西路,嘉善路建国西路口，距离9/12号地铁380米全明大3房,1200万,3室2厅 | 134.05平米 | 东 东南 东北 | 精装 | 低楼层(共19层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-451cc4a6-c5b6-4f17-be0d-35e7e0ef1b4f.jpg.296x216.jpg
20200208,徐汇,建国西路,建襄同居委，南北通两房一厅，小区中间位置，闹中取静,650万,2室1厅 | 59.79平米 | 南 | 精装 | 高楼层(共6层) | 1980年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-bf996789-61f9-40aa-a353-62816fb5f186.jpg.296x216.jpg
20200208,徐汇,建国西路,建襄未用+岳阳路建业里隔壁+带露台500㎡+20小时门卫,910万,3室1厅 | 67平米 | 南 | 简装 | 低楼层(共14层) | 1986年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-610b1bee-cce7-4803-bfd3-38a2780152cb.jpg.296x216.jpg
20200208,徐汇,建国西路,向 阳 /位 育 朝南精装一房带阳台 诚意出售看房方便,550万,1室1厅 | 38.86平米 | 南 | 简装 | 高楼层(共4层) | 1976年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-2fca9189-8507-467b-8b24-609457155c11.jpg.296x216.jpg
20200208,徐汇,建国西路,近陕西南路地铁站1,10,12号线+居家装修+看房方便！,620万,2室1厅 | 60.05平米 | 南 西 | 精装 | 高楼层(共6层) | 1990年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-f2655810-47d1-459d-a17c-2c2372ced96a.jpg.296x216.jpg
20200208,徐汇,建国西路,建国西路嘉善路路公房 +全明户型+高区楼层采光无遮挡,600万,2室0厅 | 49.3平米 | 南 北 | 精装 | 高楼层(共6层) | 1988年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_z5Fuov9mG_1.jpg.296x216.jpg
20200208,徐汇,建国西路,襄阳南路近建国西路+满五年唯一，楼层好交通便利！,650万,2室1厅 | 52.5平米 | 南 | 简装 | 中楼层(共5层) | 1983年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_yAu3eSEtP_1.jpg.296x216.jpg
20200208,徐汇,建国西路,此房买进已买两年，精装修，采光无遮挡，无户口 未用,600万,1室1厅 | 42.17平米 | 南 | 精装 | 低楼层(共6层) | 1984年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_uZLrIbHhH.jpg.296x216.jpg
20200208,徐汇,建国西路,小户型一室户方便出租，楼层好，方便脱手，生活便利,535万,1室1厅 | 28.94平米 | 东北 | 精装 | 低楼层(共3层) | 1984年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_BqMqjI8vg_1.jpg.296x216.jpg
20200208,徐汇,建国西路,襄阳南路392号 1室1厅 500万,500万,1室1厅 | 38.08平米 | 东 | 其他 | 低楼层(共1层)  | 暂无数据,https://image1.ljcdn.com/310000-inspection/pc1_Hl9tryWs7_1.jpg.296x216.jpg
20200208,徐汇,建国西路,此房太原居委2房朝南+中高区全明户型采光无遮挡精装修,799万,2室1厅 | 62平米 | 南 | 精装 | 高楼层(共6层) | 1981年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_rO1jQ1LBN_1.jpg.296x216.jpg
