district,town_name,description,listed_price,layout,total_area,direction,decoration_rate,stairs,built_year,building_type,rooms,living_rooms,floor_height,total_floors,m5w1,near_facilities,historical,log_price,binned_total_floors,living_room_ratio
minhang,jinhongqiao,位置不错的3房看房方便得房率高主要是业主诚意出售,715.0,3室1厅 ,119.4, 南 , 精装 ,高楼层(共6层),2005-01-01, 板楼,3,1,高,6,不满五,False,False,6.5722825426940075,low,0.3333333333333333
pudong,tangqiao,次顶楼 房型正格局好，带大阳台 采光好，视野开阔,1100.0,4室2厅 ,160.04, 南 北 , 精装 ,高楼层(共17层),2003-01-01, 板楼,4,2,高,17,不满五,False,False,7.003065458786462,low,0.5
jiading,shangda,此房是错层3房2厅2卫，满5年唯一，采光充足,520.0,3室2厅 ,113.77, 南 北 , 简装 ,低楼层(共6层),2001-01-01, 板楼,3,2,低,6,不满五,False,False,6.253828811575473,low,0.6666666666666666
pudong,tangqiao,内环内2004年电梯大一房，通风采光都比较好；,450.0,1室1厅 ,65.01, 南 , 精装 ,低楼层(共28层),2004-01-01, 板楼,1,1,低,28,不满五,False,False,6.1092475827643655,high,1.0
minhang,meilong,03年小区 中间位置 多层中区 南北通3房+地铁1号线旁,680.0,3室2厅 ,120.65, 南 , 简装 ,中楼层(共6层),2003-01-01, 板楼,3,2,中,6,不满五,True,False,6.522092798170152,low,0.6666666666666666
baoshan,zhangmiao,经典南北通风亮两居室，精装修拎包入住，近地铁,337.0,2室1厅 ,78.58, 南 , 简装 ,高楼层(共6层),1994-01-01, 板楼,2,1,高,6,不满五,True,False,5.820082930352362,low,0.5
baoshan,gongfu,错开南北，带阁楼，only one 店长推荐,276.0,2室1厅 ,75.43, 南 , 精装 ,高楼层(共6层),1996-01-01, 板楼,2,1,高,6,不满五,False,False,5.62040086571715,low,0.5
minhang,laominhang,夏朵园 满五唯一免个税+精装大三房+楼层好+位置佳房主自荐,375.0,3室2厅 ,112.91, 南 , 精装 ,中楼层(共5层),2006-01-01, 板楼,3,2,中,5,满五唯一,False,False,5.926926025970411,low,0.6666666666666666
baoshan,songbao,宝林一村 2室1厅 290万,290.0,2室1厅 ,61.52, 东 , 简装 ,中楼层(共18层),1994-01-01, 塔楼,2,1,中,18,不满五,False,False,5.66988092298052,low,0.5
pudong,lujiazui,精致两房，品质保证，诚意出售，,1750.0,2室2厅 ,135.6, 南 , 精装 ,高楼层(共27层),2013-01-01, 板楼,2,2,高,27,不满五,False,False,7.4673710669175595,high,1.0
pudong,tangzhen,原三房  ，小区环境优美，交通便利。,410.0,3室2厅 ,119.26, 南 , 简装 ,高楼层(共6层),2008-01-01, 板楼,3,2,高,6,不满五,False,False,6.016157159698354,low,0.6666666666666666
pudong,jinyang,满五1/3唯一，税费少，视野开阔，采光充足房主自荐,202.0,1室1厅 ,42.82, 南 北 , 简装 ,6层,1990-01-01, 板楼,1,1,高,6,满五不唯一,False,False,5.308267697401205,low,1.0
baoshan,luodian,远洋7号 带车位 税少看房方便房主自荐,398.0,3室2厅 ,103.64, 南 北 , 简装 ,中楼层(共11层),2012-01-01, 板楼,3,2,中,11,不满五,False,False,5.986452005284438,low,0.6666666666666666
pudong,meiyuan1,商品房住宅 三房 北滨江 电梯入户,828.0,3室2厅 ,155.38, 南 , 简装 ,中楼层(共25层),2007-01-01, 塔楼,3,2,中,25,不满五,False,False,6.71901315438526,high,0.6666666666666666
pudong,weifang,双南大两房+单价低+采光好+中间楼层+精装居家,540.0,2室1厅 ,69.7, 南 , 简装 ,中楼层(共6层),1986-01-01, 板楼,2,1,中,6,不满五,False,False,6.29156913955832,low,0.5
xuhui,caohejing,户型方正，9号线15号线双地铁，视野开阔,507.0,2室2厅 ,80.63, 南 , 简装 ,低楼层(共16层),1997-01-01, 板楼,2,2,低,16,不满五,True,False,6.2285110035911835,low,1.0
pudong,yangsiqiantan,杨思前滩+40欧式装修堪比新房+6号线地铁+位置佳。,535.0,2室2厅 ,92.3, 南 北 , 精装 ,高楼层(共6层),2000-01-01, 板楼,2,2,高,6,不满五,True,False,6.282266746896006,low,1.0
pudong,sanlin,意凯家苑 大两房 南北户型 楼层好 看房方便房主自荐,568.0,2室2厅 ,110.3, 南 , 精装 ,中楼层(共12层),2005-01-01, 板楼,2,2,中,12,不满五,False,False,6.342121418721152,low,1.0
pudong,caolu,离九号线600米 直接入住精装修  商品房环境好 非底楼,360.0,2室2厅 ,87.55, 南 北 , 精装 ,低楼层(共6层),2005-01-01, 板楼,2,2,低,6,不满五,False,False,5.886104031450156,low,1.0
pudong,tangqiao,总高5层电梯精装三房 飞机户型 成熟社区 临地铁4号线,995.0,3室2厅 ,124.27, 南 , 精装 ,中楼层(共5层),2002-01-01, 板楼,3,2,中,5,不满五,True,False,6.902742737158593,low,0.6666666666666666
pudong,lujiazui,一梯4户，南北朝向，全明户型，楼层佳采光好，好看房房主自荐,360.0,1室1厅 ,41.0, 南 , 精装 ,中楼层(共6层),1987-01-01, 板楼,1,1,中,6,不满五,False,False,5.886104031450156,low,1.0
pudong,meiyuan1,未来双轨道交会  普通住宅 诚意出售 价格美丽,299.0,1室1厅 ,44.09, 南 , 简装 ,低楼层(共6层),1987-01-01, 板楼,1,1,低,6,不满五,False,False,5.700443573390687,low,1.0
minhang,wujing,万乐城精装修产权50年可办公注册公司,90.0,1室0厅 ,27.23, 暂无数据 , 其他 ,高楼层(共19层),1994-01-01, 塔楼,1,0,高,19,不满五,False,False,4.499809670330265,low,0.0
pudong,gaohang,双楠户型前后无遮挡  动迁少税  看房子方便,319.0,2室1厅 ,70.67, 南 , 简装 ,低楼层(共7层),1995-01-01, 板楼,2,1,低,7,不满五,False,False,5.765191102784844,low,0.5
minhang,meilong,景观位置、装修好可以拎包入住、产权清晰、诚意出售房主自荐,159.0,1室1厅 ,34.73, 南 , 简装 ,高楼层(共5层),1983-01-01, 板楼,1,1,高,5,不满五,False,False,5.0689042022202315,low,1.0
pudong,gaodong,1梯1户 高品质好房 景观楼层 精美装修 税少 诚售,985.0,3室2厅 ,159.0, 南 , 精装 ,中楼层(共13层),2014-01-01, 板楼,3,2,中,13,不满五,False,False,6.892641641172089,low,0.6666666666666666
pudong,sanlin,商品房+满五唯一+看房随时+近地铁+采光好+户型方正房主自荐,530.0,2室2厅 ,86.84, 南 , 简装 ,高楼层(共6层),2003-01-01, 板楼,2,2,高,6,满五唯一,True,False,6.272877006546167,low,1.0
pudong,xinchang,户型正气 南北户型 次新房 采光视野好,275.0,2室2厅 ,88.43, 南 北 , 毛坯 ,低楼层(共20层),2012-01-01, 板楼,2,2,低,20,不满五,False,False,5.616771097666572,low,1.0
pudong,kangqiao,精装两房总价低，户型南北通，满五年,395.0,2室2厅 ,97.94, 南 , 精装 ,低楼层(共12层),2008-01-01, 板楼,2,2,低,12,满五不唯一,False,False,5.978885764901122,low,1.0
pudong,shibo,德州五村 地铁好房  靠川杨河景观宜人 94年房龄,205.0,1室1厅 ,42.78, 南 , 精装 ,高楼层(共6层),1994-01-01, 板楼,1,1,高,6,不满五,True,False,5.3230099791384085,low,1.0
pudong,kangqiao,2008年商品房，经典一居室，小区环境优美，诚心出售,208.0,1室1厅 ,56.38, 南 , 毛坯 ,低楼层(共14层),2008-01-01, 板楼,1,1,低,14,不满五,False,False,5.337538079701318,low,1.0
pudong,lingangxincheng,临港新片区 必看好房 总价低 业主诚心出售,142.0,1室1厅 ,63.66, 南 北 , 简装 ,中楼层(共4层),2008-01-01, 板楼,1,1,中,4,不满五,False,False,4.955827057601261,low,1.0
baoshan,gucun,保利叶上海，三房，高层景观房，人车分流，随到随看房主自荐,419.0,3室2厅 ,89.52, 南 西 , 简装 ,高楼层(共27层),2010-01-01, 板楼,3,2,高,27,不满五,False,False,6.037870919922137,high,0.6666666666666666
minhang,meilong,小区精装一房，采光充足，视野很好,206.0,1室1厅 ,42.42, 南 , 简装 ,高楼层(共6层),1994-01-01, 板楼,1,1,高,6,不满五,False,False,5.327876168789581,low,1.0
minhang,wujing,吴泾CBD 原始三房 户型正 南北向 南北飘窗 简单装修,511.0,3室2厅 ,131.27, 南 北 , 简装 ,低楼层(共11层),2006-01-01, 板楼,3,2,低,11,不满五,False,False,6.236369590203704,low,0.6666666666666666
pudong,tangzhen,鑫唐新出一房，房东诚意出售看房随时,235.0,1室1厅 ,56.24, 南 , 其他 ,低楼层(共6层),2004-01-01, 板楼,1,1,低,6,不满五,False,False,5.459585514144159,low,1.0
minhang,jinhongqiao,高尔夫球场旁，生活配套已成熟，双南户型，采光足,277.0,2室1厅 ,59.38, 南 , 简装 ,高楼层(共6层),1992-01-01, 板楼,2,1,高,6,不满五,False,False,5.6240175061873385,low,0.5
xuhui,tianlin,满五唯一+高区采光好+全明户型+三房朝南+随时看必看好房,1270.0,3室2厅 ,145.72, 南 , 精装 ,高楼层(共16层),2004-01-01, 板楼,3,2,高,16,满五唯一,False,False,7.146772179452637,low,0.6666666666666666
pudong,kangqiao,诚意急卖置换业主，满五唯一，南北向两房价格可谈,410.0,2室2厅 ,97.64, 南 北 , 简装 ,中楼层(共12层),2005-01-01, 板楼,2,2,中,12,满五唯一,False,False,6.016157159698354,low,1.0
pudong,tangzhen,满5唯一 小区景观位置 双南自住两房 前后采光无遮挡必看好房,432.0,2室2厅 ,81.37, 南 北 , 精装 ,低楼层(共11层),2009-01-01, 板楼,2,2,低,11,不满五,False,False,6.068425588244111,low,1.0
baoshan,songnan,湘源大厦 2房间1卫 160万,160.0,1室1厅 ,38.84, 南 , 其他 ,高楼层(共12层),2013-01-01, 塔楼,1,1,高,12,不满五,False,False,5.075173815233827,low,1.0
pudong,weifang,花园位置+有钥匙看房方便+带大天井+使用面积大+未用必看好房,465.0,2室1厅 ,49.57, 南 北 , 简装 ,低楼层(共6层),1986-01-01, 板楼,2,1,低,6,不满五,False,False,6.142037405587356,low,0.5
pudong,beicai,精装修，双南户型，光照充足，诚意出售！,409.0,1室1厅 ,58.13, 南 , 简装 ,中楼层(共6层),2008-01-01, 板楼,1,1,中,6,不满五,False,False,6.013715156042802,low,1.0
pudong,zhoupu,印象春城 满五唯一税费少 精装修 中间楼层 随时可看,388.0,2室1厅 ,87.9, 南 , 精装 ,中楼层(共18层),2009-01-01, 板塔结合,2,1,中,18,满五唯一,False,False,5.961005339623274,low,0.5
xuhui,longhua,徐汇滨江 全南二房 采光好 得房率高 带固定车位房主自荐,430.0,2室1厅 ,72.63, 南 , 精装 ,中楼层(共7层),1995-01-01, 板楼,2,1,中,7,不满五,False,False,6.063785208687608,low,0.5
baoshan,gongkang,Lianjia.共康公寓小七村+飞机三房+环境优美+急卖！！,429.0,3室2厅 ,93.63, 南 北 , 精装 ,低楼层(共6层),1998-01-01, 板楼,3,2,低,6,不满五,False,False,6.061456918928017,low,0.6666666666666666
minhang,jinhui,品质外销房，近10号线，精装修带地暖，带花园30平,750.0,3室2厅 ,120.3, 南 , 精装 ,低楼层(共9层),2000-01-01, 板楼,3,2,低,9,不满五,False,False,6.620073206530356,low,0.6666666666666666
minhang,chunshen,无个税，双南两房，采光无遮挡，视野开阔，近别墅小区,288.0,2室1厅 ,75.16, 南 , 简装 ,高楼层(共6层),1997-01-01, 板楼,2,1,高,6,不满五,False,False,5.662960480135946,low,0.5
baoshan,gongfu,富隆苑+多层南北2房+低楼层+环境好+满五年+看房随时,360.0,2室2厅 ,90.28, 南 , 简装 ,低楼层(共6层),2004-01-01, 板楼,2,2,低,6,满五不唯一,False,False,5.886104031450156,low,1.0
pudong,yangjing,第五大道 3室2厅 1390万,1390.0,3室2厅 ,144.09, 南 , 精装 ,低楼层(共13层),2003-01-01, 板楼,3,2,低,13,不满五,False,False,7.237059026124737,low,0.6666666666666666
baoshan,songnan,户型正气 满五唯一税少 采光无遮挡 价格可谈 近地铁,182.0,1室1厅 ,47.95, 南 , 简装 ,高楼层(共6层),1994-01-01, 板楼,1,1,高,6,满五唯一,True,False,5.204006687076795,low,1.0
pudong,lianyang,诚意出售，位置好，户型方正，满五年,740.0,1室2厅 ,75.98, 南 , 精装 ,低楼层(共26层),2004-01-01, 板楼,1,2,低,26,满五不唯一,False,False,6.606650186198215,high,2.0
xuhui,kangjian,铂金地段高区景观小三房，南北通风通透,1150.0,3室2厅 ,125.72, 南 , 精装 ,中楼层(共17层),2005-01-01, 板楼,3,2,中,17,不满五,False,False,7.047517221357296,low,0.6666666666666666
baoshan,luodian,罗南二村 2室1厅 186万,186.0,2室1厅 ,69.63, 南 , 精装 ,高楼层(共6层),1996-01-01, 板楼,2,1,高,6,不满五,False,False,5.225746673713202,low,0.5
pudong,zhangjiang,中环低总价小两房，房龄新，业主诚意出售,310.0,2室1厅 ,67.05, 南 , 简装 ,高楼层(共6层),2005-01-01, 板楼,2,1,高,6,不满五,False,False,5.736572297479192,low,0.5
pudong,tangqiao,地处于塘桥区域，地铁就在家门口。医院距离1000米房主自荐,960.0,3室2厅 ,127.8, 南 北 , 简装 ,高楼层(共11层),2002-01-01, 板楼,3,2,高,11,不满五,True,False,6.866933284461882,low,0.6666666666666666
pudong,lujiazui,财富海景前排中区大宅，景色无遮挡，境外业主诚意出售必看好房,4500.0,4室2厅 ,339.98, 南 , 精装 ,低楼层(共38层),2006-01-01, 板楼,4,2,低,38,不满五,False,False,8.411832675758411,high,0.5
pudong,shibo,世博板块 8/13号线地铁双轨  低区适合置换客户！！必看好房,188.0,1室0厅 ,36.08, 南 , 毛坯 ,低楼层(共6层),1985-01-01, 板楼,1,0,低,6,不满五,True,False,5.236441962829949,low,0.0
pudong,jinqiao,东五两房诚售，采光好，位置佳，近地铁，近菜市,282.0,2室1厅 ,61.15, 南 , 精装 ,高楼层(共6层),1995-01-01, 板楼,2,1,高,6,不满五,True,False,5.641907070938114,low,0.5
pudong,jinqiao,此房满五唯一，飞机户型格局带20平大院子，采光充足,505.0,3室1厅 ,83.13, 南 , 简装 ,低楼层(共6层),1998-01-01, 板楼,3,1,低,6,满五唯一,False,False,6.22455842927536,low,0.3333333333333333
baoshan,yuepu,月浦八村，92年的房子，满五唯一，中间楼层,169.0,2室1厅 ,55.03, 南 北 , 简装 ,中楼层(共6层),1992-01-01, 板楼,2,1,中,6,满五唯一,False,False,5.1298987149230735,low,0.5
xuhui,jianguoxilu,襄阳南路 楼层佳，两房朝南，满五年唯一 业主诚意出售,700.0,2室0厅 ,62.61, 南 , 精装 ,低楼层(共6层),1990-01-01, 板楼,2,0,低,6,满五不唯一,False,False,6.551080335043404,low,0.0
pudong,lujiazui,此房是3＋1户型，两房朝南，户型正气。房主自荐,1028.0,3室2厅 ,154.44, 南 北 , 精装 ,中楼层(共18层),2003-01-01, 板楼,3,2,中,18,不满五,False,False,6.93537044601511,low,0.6666666666666666
pudong,lujiazui,品质住宅 精致一房，业主诚意出售,900.0,1室2厅 ,85.06, 北 , 精装 ,高楼层(共53层),2003-01-01, 板楼,1,2,高,53,不满五,False,False,6.802394763324311,very high,2.0
minhang,chunshen,春申景城湖畔林语 居家拎包入住，临湖安静优雅房主自荐,930.0,3室2厅 ,132.01, 南 , 精装 ,低楼层(共17层),2007-01-01, 板楼,3,2,低,17,不满五,False,False,6.835184586147301,low,0.6666666666666666
pudong,nichengzhen,蓝色城邦好地段，小区四周配套齐全,177.0,2室1厅 ,87.56, 东南 , 毛坯 ,低楼层(共13层),2010-01-01, 板楼,2,1,低,13,不满五,False,False,5.176149732573829,low,0.5
pudong,beicai,大两房，双南户型房屋进深开间比适中，交通便利,285.0,2室1厅 ,66.48, 南 , 精装 ,高楼层(共6层),1995-01-01, 板楼,2,1,高,6,不满五,False,False,5.652489180268651,low,0.5
pudong,tangzhen,东唐苑近地铁两房，中间位置，环境好,320.0,2室2厅 ,81.17, 南 , 精装 ,低楼层(共6层),1997-01-01, 板楼,2,2,低,6,不满五,True,False,5.768320995793772,low,1.0
pudong,tangqiao,海富花园 3室2厅 730万,730.0,3室2厅 ,141.0, 南 , 其他 ,低楼层(共21层),1994-01-01, 板楼,3,2,低,21,不满五,False,False,6.593044534142437,high,0.6666666666666666
xuhui,jianguoxilu,复兴中路 9平露台  整层新式里弄  两房 中 央空调,1050.0,2室1厅 ,89.01, 南 , 精装 ,低楼层(共3层),2000-01-01, 板楼,2,1,低,3,不满五,False,False,6.956545443151569,very low,0.5
pudong,caolu,面朝水岸、电梯中层、景观位置、带地下产权车位,630.0,3室2厅 ,128.42, 南 , 精装 ,中楼层(共9层),2006-01-01, 板楼,3,2,中,9,不满五,False,False,6.4457198193855785,low,0.6666666666666666
minhang,gumei,复式三房，三房朝南，南北双露台，看房方便！,748.0,3室2厅 ,120.21, 南 , 精装 ,高楼层(共6层),2003-01-01, 板楼,3,2,高,6,不满五,False,False,6.617402977974478,low,0.6666666666666666
minhang,qibao,南北格局，中间位置，居住适宜，小区自带泳池，会所,946.0,2室2厅 ,121.26, 南 , 精装 ,高楼层(共15层),2003-01-01, 板楼,2,2,高,15,不满五,False,False,6.852242569051878,low,1.0
pudong,yangsiqiantan,杨思前滩+纯商品房+小区花园位置+拎包入住+有钥匙,585.0,2室1厅 ,89.39, 南 , 精装 ,高楼层(共6层),2004-01-01, 板楼,2,1,高,6,不满五,False,False,6.371611847231857,low,0.5
minhang,qibao,新上房源，中间楼层，看房基本方便，小两房房主自荐,268.0,2室1厅 ,52.26, 南 , 精装 ,中楼层(共6层),1997-01-01, 板楼,2,1,中,6,不满五,False,False,5.5909869805108565,low,0.5
pudong,shibo,近地铁双轨，万科物业，人车分流，带车位，采光好！,775.0,2室2厅 ,98.82, 南 北 , 精装 ,高楼层(共19层),2007-01-01, 板楼,2,2,高,19,不满五,True,False,6.652863029353347,low,1.0
pudong,zhoupu,近万达 三轨沿线  交通方便 配套成熟 随时看房,475.0,3室2厅 ,129.78, 南 北 , 精装 ,高楼层(共11层),2008-01-01, 板楼,3,2,高,11,不满五,False,False,6.163314804034641,low,0.6666666666666666
minhang,jinhongqiao,二期少有三开间朝南户型，全天沐浴阳光,566.0,2室2厅 ,99.39, 南 , 简装 ,低楼层(共25层),1998-01-01, 塔楼,2,2,低,25,不满五,False,False,6.338594078203183,high,1.0
minhang,qibao,144㎡大平层+4楼+临河位置+三开间朝南,678.0,4室2厅 ,144.11, 南 北 , 简装 ,中楼层(共5层),1997-01-01, 板楼,4,2,中,5,不满五,False,False,6.519147287940395,low,0.5
xuhui,xuhuibinjiang,南北户型，采光好，可看江景，闹中取静，从未入住!,3450.0,4室2厅 ,274.02, 南 , 精装 ,高楼层(共19层),2012-01-01, 板楼,4,2,高,19,不满五,False,False,8.146129510025405,low,0.5
minhang,pujiang1,采光好、原始动迁，税费少，诚意出售房主自荐,213.0,2室1厅 ,73.56, 南 , 简装 ,低楼层(共11层),2013-01-01, 板楼,2,1,低,11,不满五,False,False,5.3612921657094255,low,0.5
pudong,weifang,附带阁楼，税费少，位置好，价格可谈,290.0,1室2厅 ,40.18, 南 , 精装 ,高楼层(共5层),1983-01-01, 板楼,1,2,高,5,不满五,False,False,5.66988092298052,low,2.0
minhang,zhuanqiao,爱庐大三房， 此房满五唯一，简单装修房主自荐,450.0,3室2厅 ,107.61, 南 , 精装 ,中楼层(共11层),2007-01-01, 板楼,3,2,中,11,满五唯一,False,False,6.1092475827643655,low,0.6666666666666666
minhang,huacao,兰乔二期  大花园  屋况保养佳,2800.0,4室2厅 ,282.9, 东 , 精装 ,低楼层(共2层),2005-01-01, 板楼,4,2,低,2,不满五,False,False,7.937374696163295,very low,0.5
minhang,jinhongqiao,新上虹新村 2室2厅 500万,500.0,2室2厅 ,79.2, 南 , 精装 ,高楼层(共6层),2000-01-01, 板楼,2,2,高,6,不满五,False,False,6.214608098422191,low,1.0
baoshan,gongfu,一楼带双天井天井已搭+业主诚心出售+近地铁350米！必看好房,309.0,3室1厅 ,79.98, 南 , 简装 ,低楼层(共6层),1997-01-01, 板楼,3,1,低,6,不满五,True,False,5.733341276897746,low,0.3333333333333333
pudong,gaodong,高行绿洲(五期) 1室2厅 235万,235.0,1室2厅 ,54.1, 南 , 毛坯 ,高楼层(共14层),2010-01-01, 板楼,1,2,高,14,不满五,False,False,5.459585514144159,low,2.0
minhang,laominhang,满五唯一，全明户型，诚心出售，看房随时方便,158.0,2室1厅 ,57.71, 西南 , 毛坯 ,高楼层(共6层),1987-01-01, 板楼,2,1,高,6,满五唯一,False,False,5.062595033026967,low,0.5
baoshan,songbao,小区少有户型  单位福利分房  产权清晰,403.0,2室2厅 ,87.73, 南 , 简装 ,高楼层(共6层),1998-01-01, 板楼,2,2,高,6,不满五,False,False,5.998936561946683,low,1.0
minhang,pujiang1,两方毛坯，坐北朝南，户型正气。必看好房,245.0,2室2厅 ,84.64, 南 北 , 毛坯 ,高楼层(共14层),2013-01-01, 板楼,2,2,高,14,不满五,False,False,5.501258210544727,low,1.0
minhang,chunshen,采光充足，五年唯一，居家装修，诚意出售，看房方便,219.0,2室1厅 ,63.28, 西 , 简装 ,高楼层(共6层),1998-01-01, 板楼,2,1,高,6,不满五,False,False,5.389071729816501,low,0.5
pudong,jinyang,弘扬雅苑 顶楼复式 阳光房+露台 4房3厅4卫 空中别墅房主自荐,1300.0,4室3厅 ,174.24, 南 北 , 精装 ,高楼层(共5层),2003-01-01, 板楼,4,3,高,5,不满五,False,False,7.170119543449628,low,0.75
pudong,tangqiao,四号线地铁+低总价+非顶楼+随时看,175.0,1室0厅 ,31.47, 北 , 简装 ,中楼层(共7层),1993-01-01, 板楼,1,0,中,7,不满五,True,False,5.1647859739235145,low,0.0
baoshan,dachangzhen,环镇北路400弄 2室1厅 260万,260.0,2室1厅 ,59.08, 南 , 精装 ,中楼层(共6层),1995-01-01, 板楼,2,1,中,6,不满五,False,False,5.560681631015528,low,0.5
pudong,tangzhen,瀚盛家园 4室1厅 460万房主自荐,460.0,4室1厅 ,125.72, 南 北 , 简装 ,高楼层(共6层),2009-01-01, 板楼,4,1,高,6,不满五,False,False,6.131226489483141,low,0.25
minhang,zhuanqiao,笋盘，精装修满五年唯一，户型好，全明。,280.0,2室1厅 ,82.45, 南 , 精装 ,高楼层(共6层),1995-01-01, 板楼,2,1,高,6,满五不唯一,False,False,5.634789603169249,low,0.5
pudong,shibo,全新装修，中间好楼层，地铁6 7双号轨道,240.0,1室1厅 ,44.0, 南 , 精装 ,中楼层(共6层),1996-01-01, 板楼,1,1,中,6,不满五,True,False,5.480638923341991,low,1.0
minhang,wujing,精装三房  总价低，单价低，房东急售，看房提前联系,270.0,3室1厅 ,96.06, 南 北 , 简装 ,高楼层(共6层),1997-01-01, 板楼,3,1,高,6,不满五,False,False,5.598421958998375,low,0.3333333333333333
pudong,shibo,满五唯一》多层二楼、看房便利、抵押可自还,759.0,2室2厅 ,98.38, 南 , 简装 ,低楼层(共6层),2002-01-01, 板楼,2,2,低,6,满五唯一,False,False,6.63200177739563,low,1.0
pudong,jinyang,小户型居家自住，总价低，满五年少税，看房随时,210.0,1室1厅 ,36.81, 南 , 简装 ,低楼层(共6层),1995-01-01, 板楼,1,1,低,6,满五不唯一,False,False,5.3471075307174685,low,1.0
minhang,longbai,小区品质好 有固定产权车位 采光好 户型方正必看好房,900.0,4室2厅 ,146.29, 南 , 精装 ,低楼层(共11层),2002-01-01, 板楼,4,2,低,11,不满五,False,False,6.802394763324311,low,0.5
minhang,meilong,紫藤二村 1室1厅 223万房主自荐,223.0,1室1厅 ,53.21, 南 , 简装 ,高楼层(共6层),1994-01-01, 板楼,1,1,高,6,不满五,False,False,5.407171771460119,low,1.0
minhang,zhuanqiao,链家主推二期四房，价格可谈，满二税少，看房有钥匙,1645.0,4室2厅 ,274.09, 南 , 精装 ,中楼层(共28层),2015-01-01, 板楼,4,2,中,28,不满五,False,False,7.405495663199472,high,0.5
baoshan,gongkang,宝宸怡景园 3室2厅 820万,820.0,3室2厅 ,130.7, 南 北 , 毛坯 ,低楼层(共18层),2011-01-01, 板楼,3,2,低,18,不满五,False,False,6.709304340258298,low,0.6666666666666666
minhang,qibao,秀枫翠谷在卖低楼层大四房，第二排不吵闹边套采光好,648.0,4室2厅 ,131.11, 南 , 毛坯 ,中楼层(共6层),1994-01-01, 板楼,4,2,中,6,不满五,False,False,6.473890696352274,low,0.5
minhang,longbai,四村笋盘，满五年税少，价格可谈，一楼带花园，急,370.0,1室1厅 ,64.8, 南 , 毛坯 ,低楼层(共6层),1998-01-01, 板楼,1,1,低,6,满五不唯一,False,False,5.91350300563827,low,1.0
xuhui,xujiahui,徐家汇明星楼  板式大一居 降价急售 满五年唯一必看好房,854.0,1室2厅 ,79.3, 南 , 精装 ,低楼层(共31层),2005-01-01, 板楼,1,2,低,31,满五不唯一,False,False,6.74993119378857,high,2.0
pudong,chuansha,06年商品房 低总价 电梯  满五年必看好房,310.0,2室2厅 ,92.89, 南 , 精装 ,中楼层(共11层),2006-01-01, 板楼,2,2,中,11,满五不唯一,False,False,5.736572297479192,low,1.0
pudong,xinchang,万科精装三房，业主诚心出售，价格可谈,310.0,3室2厅 ,98.17, 南 , 精装 ,低楼层(共18层),2012-01-01, 板楼,3,2,低,18,不满五,False,False,5.736572297479192,low,0.6666666666666666
minhang,longbai,龙柏七村公寓 3室2厅 765万,765.0,3室2厅 ,126.09, 南 , 精装 ,低楼层(共6层),2000-01-01, 板楼,3,2,低,6,不满五,False,False,6.639875833826536,low,0.6666666666666666
xuhui,tianlin,复式带花园大四房 房型正气 配套齐全 看房方便,1200.0,5室2厅 ,206.28, 南 北 , 简装 ,6层,1997-01-01, 板楼,5,2,高,6,不满五,False,False,7.090076835776092,low,0.4
pudong,jinyang,全屋地暖 新装入住仅一年 满五唯一 位置好 楼层好,1170.0,4室2厅 ,137.77, 南 北 , 精装 ,中楼层(共5层),2002-01-01, 板楼,4,2,中,5,满五唯一,False,False,7.064759027791802,low,0.5
pudong,chuansha,电梯房，南北通格局好，采光充足，视野开阔,306.0,2室2厅 ,90.82, 南 , 精装 ,低楼层(共11层),2006-01-01, 板楼,2,2,低,11,不满五,False,False,5.723585101952381,low,1.0
pudong,chuansha,浦东机场新小区，刚需两房环境好，一手动迁税费少。,195.0,2室1厅 ,75.21, 南 , 毛坯 ,高楼层(共6层),2013-01-01, 暂无数据,2,1,高,6,不满五,False,False,5.272999558563747,low,0.5
pudong,lujiazui,天科苑全南两房，位置安静，看房提前预约业主诚意出售房主自荐,845.0,2室1厅 ,100.0, 南 , 其他 ,低楼层(共24层),2003-01-01, 板楼,2,1,低,24,不满五,False,False,6.739336627357174,high,0.5
pudong,beicai,精装修+双轨7/13号线+客厅带窗+诚意出售必看好房,285.0,2室1厅 ,52.45, 南 , 精装 ,高楼层(共6层),1994-01-01, 板楼,2,1,高,6,不满五,False,False,5.652489180268651,low,0.5
xuhui,wantiguan,地铁口 2005年 高区景观两居室 紧靠求小 房本满五年,525.0,2室1厅 ,71.9, 东 , 精装 ,中楼层(共24层),2005-01-01, 塔楼,2,1,中,24,满五不唯一,True,False,6.263398262591624,high,0.5
pudong,zhangjiang,少有户型，顶楼复式楼上两个露台，小区中间位置满五年房主自荐,815.0,6室2厅 ,131.83, 南 北 , 精装 ,高楼层(共6层),2002-01-01, 板楼,6,2,高,6,满五不唯一,False,False,6.703188113240863,low,0.3333333333333333
pudong,shuyuanzhen,临港新片区 精装小户型、税费少，出入方便、交通便利,128.0,1室1厅 ,61.49, 南 西 , 精装 ,中楼层(共6层),2008-01-01, 板楼,1,1,中,6,不满五,False,False,4.852030263919617,low,1.0
pudong,huamu,满五年唯一，税费少，自住装修、保养全新、诚意出售房主自荐,810.0,2室2厅 ,113.86, 南 , 精装 ,中楼层(共8层),1995-01-01, 板楼,2,2,中,8,满五不唯一,False,False,6.697034247666484,low,1.0
