district,town_name,description,listed_price,layout,total_area,direction,decoration_rate,stairs,built_year,building_type,rooms,living_rooms,floor_height,total_floors,m5w1,near_facilities,historical,log_price,binned_total_floors,living_room_ratio
baoshan,zhangmiao,泗塘四村 1室1厅 175万,175.0,1室1厅 ,41.15, 南 , 简装 ,中楼层(共6层),1987-01-01, 板楼,1,1,中,6,不满五,False,False,5.1647859739235145,low,1.0
pudong,zhoupu,精致小两房，没有个税，南北通户型 看房方便房主自荐,350.0,2室1厅 ,72.8, 南 , 精装 ,高楼层(共6层),2006-01-01, 板楼,2,1,高,6,不满五,False,False,5.857933154483459,low,0.5
xuhui,changqiao,精装修南北两房、南北花园绿地！,680.0,2室1厅 ,90.59, 南 北 , 精装 ,12层,2008-01-01, 板楼,2,1,高,12,不满五,False,False,6.522092798170152,low,0.5
pudong,xinchang,东方冠郡 2室2厅 270万,270.0,2室2厅 ,90.96, 南 , 精装 ,中楼层(共6层),2007-01-01, 板楼,2,2,中,6,不满五,False,False,5.598421958998375,low,1.0
pudong,zhoupu,三轨交汇，中金二期精装小三房，带zhongyang空调,425.0,3室2厅 ,94.77, 南 北 , 精装 ,低楼层(共8层),2013-01-01, 板楼,3,2,低,8,不满五,False,False,6.052089168924417,low,0.6666666666666666
baoshan,dachangzhen,乾溪二村，看房方便，毛坯房，改动空间大,315.0,2室1厅 ,78.71, 南 , 毛坯 ,中楼层(共6层),1997-01-01, 板楼,2,1,中,6,不满五,False,False,5.752572638825633,low,0.5
pudong,jinyang,1楼带院子，一梯两户南北通透，近地铁6号线金桥路站必看好房,280.0,2室1厅 ,54.72, 南 北 , 简装 ,低楼层(共6层),1993-01-01, 板楼,2,1,低,6,不满五,True,False,5.634789603169249,low,0.5
baoshan,yanghang,房子满五唯一，税费少，精装修，有车位，业主诚意出售房主自荐,355.0,2室2厅 ,90.75, 南 , 精装 ,低楼层(共14层),2007-01-01, 板楼,2,2,低,14,满五唯一,False,False,5.872117789475416,low,1.0
pudong,kangqiao,满五年唯一，看房方便，2010年小区，S3高架，11号线房主自荐,259.0,2室2厅 ,72.2, 南 北 , 毛坯 ,低楼层(共6层),2010-01-01, 板楼,2,2,低,6,满五不唯一,False,False,5.556828061699537,low,1.0
minhang,gumei,满五唯一  楼层适中  得房率高  近地铁房主自荐,680.0,3室2厅 ,131.4, 南 , 简装 ,中楼层(共7层),1999-01-01, 板楼,3,2,中,7,满五唯一,True,False,6.522092798170152,low,0.6666666666666666
baoshan,songbao,中间楼层 两房朝南，厨卫都是明窗 诚心出售 看房方便,265.0,2室1厅 ,60.21, 南 , 简装 ,中楼层(共6层),1989-01-01, 板楼,2,1,中,6,不满五,False,False,5.579729825986222,low,0.5
pudong,sanlin,房子南、北两室，位置好，户型好，采光很棒,257.0,2室1厅 ,56.76, 南 , 简装 ,高楼层(共6层),1995-01-01, 板楼,2,1,高,6,不满五,False,False,5.54907608489522,low,0.5
pudong,weifang,潍坊八村，精装两房，满五唯一，上学方便,365.0,2室0厅 ,55.18, 东南 , 精装 ,中楼层(共6层),1984-01-01, 板楼,2,0,中,6,满五唯一,False,False,5.8998973535824915,low,0.0
pudong,weifang,泉东小区 1室1厅 450万,450.0,1室1厅 ,43.17, 南 , 简装 ,低楼层(共6层),1993-01-01, 板楼,1,1,低,6,不满五,False,False,6.1092475827643655,low,1.0
minhang,huacao,富力精装两房 一楼带院子 高品质小区 全人车分流,525.0,2室2厅 ,79.07, 南 , 精装 ,低楼层(共11层),1994-01-01, 板楼,2,2,低,11,不满五,False,False,6.263398262591624,low,1.0
pudong,nichengzhen,临港品质小区 房龄新 小区环境佳 好楼层，满五唯一,204.0,3室2厅 ,89.81, 南 北 , 精装 ,中楼层(共13层),2013-01-01, 板楼,3,2,中,13,满五唯一,False,False,5.318119993844216,low,0.6666666666666666
pudong,shibo,满五唯一，高层复式，采光无遮挡,1190.0,3室2厅 ,180.47, 南 , 简装 ,高楼层(共18层),1997-01-01, 板楼,3,2,高,18,满五唯一,False,False,7.081708586105575,low,0.6666666666666666
baoshan,gongkang,商品房满五年，原始户型，呼兰站996米，天然公园,355.0,1室2厅 ,67.61, 南 , 精装 ,低楼层(共18层),2007-01-01, 板楼,1,2,低,18,满五不唯一,True,False,5.872117789475416,low,2.0
pudong,xinchang,近16号、交通便利、精装修 南北正通 户型正,260.0,2室2厅 ,88.77, 南 , 简装 ,低楼层(共20层),2012-01-01, 板楼,2,2,低,20,不满五,False,False,5.560681631015528,low,1.0
baoshan,gucun,顾村公园 刘行站 一手动迁 大三房飞机场户型130平,425.0,3室2厅 ,130.97, 南 北 , 毛坯 ,高楼层(共6层),2011-01-01, 板楼,3,2,高,6,不满五,True,False,6.052089168924417,low,0.6666666666666666
minhang,qibao,万科新上南北两房 业主自住精装修 随时看房 满五唯一必看好房,370.0,2室2厅 ,73.73, 南 , 精装 ,高楼层(共7层),1994-01-01, 板楼,2,2,高,7,满五唯一,False,False,5.91350300563827,low,1.0
pudong,sanlin,近地铁 满5唯一 南北通透 房型正气 看房方便,718.0,3室2厅 ,122.09, 南 北 , 简装 ,低楼层(共18层),2006-01-01, 板楼,3,2,低,18,不满五,True,False,6.576469569048224,low,0.6666666666666666
pudong,tangqiao,南北两房 满五年 唯一 中间楼层 业主置换 诚意售,765.0,2室2厅 ,101.73, 南 北 , 精装 ,高楼层(共18层),2002-01-01, 板楼,2,2,高,18,满五不唯一,False,False,6.639875833826536,low,1.0
pudong,jinqiao,百万装修，专属定制，满屋尽显尊贵，业主入住不到一年,2000.0,3室2厅 ,201.92, 南 , 精装 ,低楼层(共5层),2015-01-01, 板楼,3,2,低,5,不满五,False,False,7.600902459542082,low,0.6666666666666666
pudong,waigaoqiao,潼港八村2房 地铁6号线沿线 交通便利 价格可谈,260.0,2室1厅 ,70.94, 南 , 简装 ,中楼层(共6层),1994-01-01, 板楼,2,1,中,6,不满五,True,False,5.560681631015528,low,0.5
pudong,sanlin,此房一手动迁，满五，双南户型两房，通风好房主自荐,251.0,2室1厅 ,55.31, 南 , 精装 ,高楼层(共6层),1995-01-01, 板楼,2,1,高,6,满五不唯一,False,False,5.5254529391317835,low,0.5
minhang,pujiang1,小区是11年次新房，距离地铁近，交通便利,255.0,2室2厅 ,75.07, 南 , 简装 ,中楼层(共7层),2011-01-01, 板楼,2,2,中,7,不满五,True,False,5.541263545158426,low,1.0
minhang,jinhui,花园位置，户型正气，诚意出售，价格可谈,675.0,2室2厅 ,110.82, 南 , 简装 ,低楼层(共13层),2003-01-01, 板楼,2,2,低,13,不满五,False,False,6.51471269087253,low,1.0
pudong,yangsiqiantan,杨思前滩＋8号线杨思＋简装修＋采光好＋配套齐全,200.0,1室1厅 ,41.14, 南 , 简装 ,高楼层(共6层),1995-01-01, 板楼,1,1,高,6,不满五,False,False,5.298317366548036,low,1.0
minhang,wujing,枫桦景苑一期空中别墅 使用面积大 诚心出售看房方便,560.0,4室3厅 ,157.84, 南 北 , 精装 ,高楼层(共6层),2004-01-01, 板楼,4,3,高,6,不满五,False,False,6.327936783729195,low,0.75
pudong,shibo,精装！单价低，总价低，业主诚意出售！,460.0,2室1厅 ,85.42, 南 , 简装 ,高楼层(共7层),1996-01-01, 板楼,2,1,高,7,不满五,False,False,6.131226489483141,low,0.5
pudong,zhoupu,满五唯一，简装两房，临河位置，诚意出售。房主自荐,288.0,2室2厅 ,76.72, 南 , 精装 ,中楼层(共18层),2008-01-01, 板楼,2,2,中,18,满五唯一,False,False,5.662960480135946,low,1.0
minhang,pujiang1,户型正气，采光充足，配套齐全，交通便利，近地铁,235.0,2室2厅 ,76.63, 南 , 毛坯 ,中楼层(共7层),2011-01-01, 板楼,2,2,中,7,不满五,True,False,5.459585514144159,low,1.0
pudong,huinan,近16号线，电梯中层，全明户型，税费少，诚意出售,180.0,2室1厅 ,68.94, 南 , 精装 ,中楼层(共15层),1994-01-01, 板楼,2,1,中,15,不满五,False,False,5.19295685089021,low,0.5
pudong,yangjing,动迁房交易，采光充足，自己一家人住，看房方便,690.0,3室2厅 ,87.15, 南 , 简装 ,高楼层(共6层),1997-01-01, 板楼,3,2,高,6,不满五,False,False,6.536691597591305,low,0.6666666666666666
pudong,shuyuanzhen,多层五楼、清水毛坯，小区景观位置，置换诚心出售、,195.0,3室2厅 ,124.25, 南 北 , 毛坯 ,高楼层(共6层),2009-01-01, 板楼,3,2,高,6,不满五,False,False,5.272999558563747,low,0.6666666666666666
pudong,yangjing,不靠路，动迁满五税费少，双花园，朝南无遮挡视野开阔房主自荐,685.0,3室2厅 ,83.24, 南 , 简装 ,低楼层(共6层),1999-01-01, 板楼,3,2,低,6,满五不唯一,False,False,6.529418838262226,low,0.6666666666666666
pudong,kangqiao,海尚康庭精装大三房，满五年不唯一，户型采光好,385.0,3室2厅 ,99.52, 南 , 简装 ,中楼层(共5层),2008-01-01, 板楼,3,2,中,5,满五不唯一,False,False,5.953243334287785,low,0.6666666666666666
minhang,qibao,双南两房，楼层好，采光好，视野开阔,480.0,2室1厅 ,70.84, 南 , 精装 ,高楼层(共6层),1993-01-01, 板楼,2,1,高,6,不满五,False,False,6.173786103901937,low,0.5
pudong,lujiazui,高区南北通三房，位于小区中-心位置，闹中取静！,1068.0,3室2厅 ,120.08, 南 北 , 精装 ,高楼层(共32层),2001-01-01, 塔楼,3,2,高,32,不满五,False,False,6.97354301952014,high,0.6666666666666666
pudong,jinqiao,原始三房，融创门口，双阳台，三条地铁线，诚心出售,355.0,3室1厅 ,82.93, 南 , 精装 ,高楼层(共6层),1996-01-01, 板楼,3,1,高,6,不满五,True,False,5.872117789475416,low,0.3333333333333333
baoshan,yuepu,满二唯一，采光好，格局好，业主诚心出售,120.0,1室1厅 ,41.0, 南 , 简装 ,高楼层(共6层),1985-01-01, 板楼,1,1,高,6,不满五,False,False,4.787491742782046,low,1.0
pudong,weifang,家的港湾 爱的始点 梦的归宿 满五唯一 示范级幼儿园,330.0,2室1厅 ,48.59, 南 , 精装 ,高楼层(共6层),1984-01-01, 板楼,2,1,高,6,满五唯一,False,False,5.799092654460526,low,0.5
pudong,tangzhen,2房朝南，采光好+无抵押+产权清晰必看好房,468.0,2室2厅 ,90.67, 南 , 精装 ,低楼层(共14层),2009-01-01, 板楼,2,2,低,14,不满五,False,False,6.148468295917647,low,1.0
pudong,lujiazui,户型通透 看楼下绿化景观 看房方便 业主诚意出售,1600.0,2室2厅 ,170.33, 西南 , 简装 ,低楼层(共43层),1994-01-01, 板楼,2,2,低,43,不满五,False,False,7.3777589082278725,very high,1.0
minhang,qibao,9号线地铁口 客厅南北通透 视线好 业主诚意出售房主自荐,420.0,2室1厅 ,74.97, 南 北 , 精装 ,高楼层(共6层),2000-01-01, 板楼,2,1,高,6,不满五,True,False,6.040254711277414,low,0.5
pudong,zhoupu,明天华城 三期 双南两房 中间楼层 诚意出售,430.0,2室2厅 ,89.98, 南 , 简装 ,低楼层(共17层),2014-01-01, 板楼,2,2,低,17,不满五,False,False,6.063785208687608,low,1.0
minhang,maqiao,四期罕见法式、南北双花园、2014年竣工、地下室明亮,4388.0,5室3厅 ,840.55, 南 , 毛坯 ,2层,2014-01-01, 板楼 | 独栋别墅,5,3,高,2,不满五,False,False,8.38662882139512,very low,0.6
pudong,kangqiao,满五，婚房装修，业主诚心出售，中高楼层,225.0,1室1厅 ,58.62, 南 , 精装 ,中楼层(共14层),2008-01-01, 板楼,1,1,中,14,满五不唯一,False,False,5.41610040220442,low,1.0
pudong,caolu,一手动迁 满五唯一 税费低  交通便利  近地铁,430.0,3室2厅 ,109.92, 南 , 毛坯 ,高楼层(共18层),2012-01-01, 板楼,3,2,高,18,满五唯一,True,False,6.063785208687608,low,0.6666666666666666
minhang,jinhongqiao,户型方正，屋况保养好，可拎包入住，满5唯一税费少,1190.0,3室2厅 ,159.83, 南 , 精装 ,低楼层(共20层),2006-01-01, 板楼,3,2,低,20,不满五,False,False,7.081708586105575,low,0.6666666666666666
pudong,tangqiao,4/6号线蓝村路 中间楼层 双南大两房 看房方便,385.0,2室1厅 ,60.12, 南 , 简装 ,中楼层(共6层),1984-01-01, 板楼,2,1,中,6,不满五,False,False,5.953243334287785,low,0.5
minhang,pujiang1,原动迁，精装修，70年产权住宅，南北通,282.0,2室2厅 ,75.85, 南 北 , 精装 ,中楼层(共17层),2013-01-01, 板楼,2,2,中,17,不满五,False,False,5.641907070938114,low,1.0
minhang,xinzhuang5,此房满五唯一，税费少，采光充足,161.0,1室1厅 ,38.21, 南 , 精装 ,高楼层(共6层),1994-01-01, 板楼,1,1,高,6,满五唯一,False,False,5.081404364984463,low,1.0
pudong,kangqiao,康桥月苑 一室一厅 随时看房 业主诚心出售,198.0,1室1厅 ,53.61, 南 , 简装 ,低楼层(共14层),2010-01-01, 板楼,1,1,低,14,不满五,False,False,5.288267030694535,low,1.0
minhang,gumei,欧风花都满五唯一电梯大三房出售小区花园位置,899.0,3室2厅 ,143.05, 南 , 精装 ,中楼层(共11层),2004-01-01, 板楼,3,2,中,11,满五唯一,False,False,6.80128303447162,low,0.6666666666666666
pudong,lingangxincheng,满五年唯一税少，精装修自住，诚心出售，看房方便，,220.0,2室2厅 ,81.86, 南 北 , 简装 ,低楼层(共4层),2009-01-01, 板楼,2,2,低,4,满五不唯一,False,False,5.393627546352362,low,1.0
baoshan,gongfu,南北通透，户型正气，交通便利，出行方便房主自荐,294.0,2室1厅 ,84.0, 南 北 , 精装 ,中楼层(共6层),2004-01-01, 板楼,2,1,中,6,不满五,False,False,5.683579767338681,low,0.5
pudong,beicai,锦绣前城=新小区+人车分流+精致小三房必看好房,1080.0,3室2厅 ,122.0, 南 , 精装 ,高楼层(共24层),2016-01-01, 板楼,3,2,高,24,不满五,False,False,6.984716320118266,high,0.6666666666666666
pudong,huamu,浦东内环内，南北通四房，业主诚意出售，满五唯一,1970.0,4室2厅 ,223.51, 南 , 精装 ,低楼层(共30层),2005-01-01, 板楼,4,2,低,30,满五唯一,False,False,7.585788821732034,high,0.5
pudong,kangqiao,2010年动迁房，产权清晰，满五年，看房方便，无抵押必看好房,275.0,2室2厅 ,75.0, 南 , 毛坯 ,中楼层(共14层),2010-01-01, 板楼,2,2,中,14,满五不唯一,False,False,5.616771097666572,low,1.0
pudong,yangjing,进才对口房子，双房朝南，业主诚意出售,410.0,2室1厅 ,51.97, 南 , 简装 ,高楼层(共7层),1991-01-01, 板楼,2,1,高,7,不满五,False,False,6.016157159698354,low,0.5
pudong,tangqiao,低总价，中间楼层，格局佳，装修好，地铁边,205.0,1室1厅 ,31.04, 南 , 精装 ,中楼层(共6层),1983-01-01, 板楼,1,1,中,6,不满五,True,False,5.3230099791384085,low,1.0
pudong,wanxiangzhen,临港次新房，小区品质高，清水三房，想象空间十足。,235.0,3室2厅 ,110.77, 南 , 毛坯 ,中楼层(共12层),2015-01-01, 板楼,3,2,中,12,不满五,False,False,5.459585514144159,low,0.6666666666666666
baoshan,zhangmiao,厨卫全明+南北直通+采光好无遮挡+业主诚心出售,200.0,1室1厅 ,51.78, 南 , 简装 ,高楼层(共6层),1995-01-01, 板楼,1,1,高,6,不满五,False,False,5.298317366548036,low,1.0
baoshan,dahua,2002年电梯两房，户型好，采光好，近地铁，产权清晰必看好房,535.0,2室2厅 ,95.11, 南 , 简装 ,低楼层(共11层),2004-01-01, 板楼,2,2,低,11,不满五,True,False,6.282266746896006,low,1.0
pudong,chuansha,2010年商品房，高档品质社区，环境绿化高，南北通房型,305.0,2室2厅 ,97.73, 南 , 精装 ,低楼层(共13层),2010-01-01, 板楼,2,2,低,13,不满五,False,False,5.720311776607412,low,1.0
pudong,jinqiao,森兰国际社区/仁恒望湖大四房/满两年税费少/有钥匙,1580.0,4室2厅 ,223.54, 南 北 , 精装 ,低楼层(共10层),2014-01-01, 板楼,4,2,低,10,不满五,False,False,7.365180126021013,low,0.5
pudong,lingangxincheng,绿地东岸涟城 3室2厅 425万,425.0,3室2厅 ,198.0, 南 , 毛坯 ,中楼层(共4层),2009-01-01, 板楼,3,2,中,4,不满五,False,False,6.052089168924417,low,0.6666666666666666
minhang,xinzhuang5,小户型 南北通户型 楼层好位置好 诚意出售看房方便必看好房,330.0,1室1厅 ,36.13, 南 , 精装 ,中楼层(共5层),1987-01-01, 板楼,1,1,中,5,不满五,False,False,5.799092654460526,low,1.0
minhang,jinhui,一楼带花园，业主移民诚意出售，金汇板块明星楼盘,790.0,3室2厅 ,131.61, 南 , 其他 ,低楼层(共9层),1998-01-01, 板楼,3,2,低,9,不满五,False,False,6.672032945461067,low,0.6666666666666666
pudong,xinchang,精装修，中间楼层，12年新小区，环境很好，看房方便,420.0,4室2厅 ,140.0, 南 , 精装 ,中楼层(共15层),2012-01-01, 板楼,4,2,中,15,不满五,False,False,6.040254711277414,low,0.5
baoshan,zhangmiao,泗塘三村，朝南一房，厨卫朝北，全明带露台，采光佳！,225.0,1室1厅 ,50.13, 南 , 简装 ,中楼层(共5层),1992-01-01, 板楼,1,1,中,5,不满五,False,False,5.41610040220442,low,1.0
xuhui,shanghainanzhan,光华园双南大两房，采光好，视野宽光，配套成熟。,580.0,2室1厅 ,77.99, 南 , 简装 ,高楼层(共6层),1996-01-01, 板楼,2,1,高,6,不满五,False,False,6.363028103540465,low,0.5
pudong,jinyang,边套全明厅带窗，双轨交通{6+14}，小区少有的户型,305.0,2室1厅 ,62.09, 南 北 , 简装 ,高楼层(共6层),1996-01-01, 板楼,2,1,高,6,不满五,False,False,5.720311776607412,low,0.5
pudong,jinqiao,满五唯一，地铁交通方便，二条地铁选，户型方正,350.0,3室1厅 ,88.02, 南 , 简装 ,高楼层(共6层),1993-01-01, 板楼,3,1,高,6,满五唯一,True,False,5.857933154483459,low,0.3333333333333333
pudong,zhoupu,中虹佳园，楼层采光好，动迁满五小区近18号线800米。,410.0,3室2厅 ,112.02, 南 , 其他 ,中楼层(共5层),2007-01-01, 板楼,3,2,中,5,满五不唯一,False,False,6.016157159698354,low,0.6666666666666666
minhang,zhuanqiao,临地铁 近龙湖 品质小区 环境好 南北两房 诚心卖,345.0,2室2厅 ,92.11, 南 , 精装 ,高楼层(共6层),2008-01-01, 板楼,2,2,高,6,不满五,True,False,5.84354441703136,low,1.0
xuhui,kangjian,店长推荐：双南的两房 边套全明 户型正气 近12号线房主自荐,570.0,2室2厅 ,88.0, 南 , 精装 ,低楼层(共24层),1996-01-01, 塔楼,2,2,低,24,不满五,False,False,6.345636360828596,high,1.0
minhang,gumei,12号线虹梅路站 南北通 大两房带入室花园 诚意出售,650.0,2室2厅 ,95.45, 南 , 精装 ,低楼层(共14层),2005-01-01, 板楼,2,2,低,14,不满五,False,False,6.476972362889683,low,1.0
pudong,caolu,精装小两房  业主自住   近9号线顾唐站     带院子,295.0,2室1厅 ,59.48, 南 北 , 精装 ,低楼层(共6层),2004-01-01, 板楼,2,1,低,6,不满五,False,False,5.68697535633982,low,0.5
pudong,lujiazui,陆家嘴电梯三房！地铁口出入方便！居家三房业主诚售,740.0,3室1厅 ,101.73, 南 北 , 精装 ,中楼层(共26层),1994-01-01, 板楼,3,1,中,26,不满五,True,False,6.606650186198215,high,0.3333333333333333
pudong,beicai,全明户型单价低，精装房，双轨交，采光佳，满五年唯一房主自荐,315.0,2室2厅 ,61.15, 南 , 精装 ,高楼层(共6层),1994-01-01, 板楼,2,2,高,6,满五不唯一,False,False,5.752572638825633,low,1.0
pudong,shibo,此房满二 ，楼层好，装修好，楼层低，税费少,365.0,2室1厅 ,68.0, 南 , 精装 ,低楼层(共7层),1994-01-01, 板楼,2,1,低,7,不满五,False,False,5.8998973535824915,low,0.5
minhang,chunshen,虹景苑 3室1厅 475万,475.0,3室1厅 ,115.57, 南 , 精装 ,中楼层(共6层),2003-01-01, 板楼,3,1,中,6,不满五,False,False,6.163314804034641,low,0.3333333333333333
pudong,zhoupu,周浦镇繁华地段，诚意出售，看房方便，楼层好，位置好,320.0,2室1厅 ,81.47, 南 , 精装 ,高楼层(共11层),2009-01-01, 板楼,2,1,高,11,不满五,False,False,5.768320995793772,low,0.5
xuhui,tianlin,等你来！诚意出售，户型正气，采光好，价格可谈房主自荐,580.0,3室1厅 ,74.49, 南 北 , 简装 ,高楼层(共6层),1993-01-01, 板楼,3,1,高,6,不满五,False,False,6.363028103540465,low,0.3333333333333333
pudong,yangjing,自如装修，视野宽阔，采光充足，房东诚意出售！,405.0,2室1厅 ,59.87, 南 , 精装 ,高楼层(共6层),1989-01-01, 板楼,2,1,高,6,不满五,False,False,6.003887067106539,low,0.5
xuhui,hengshanlu,两南一北板正户型+次新房煤气未开通未入住过+车位,2200.0,3室2厅 ,162.11, 南 北 , 精装 ,高楼层(共36层),2004-01-01, 板楼,3,2,高,36,不满五,False,False,7.696212639346407,high,0.6666666666666666
minhang,chunshen,【双开间朝南，中间楼层，满五唯一，2004年，纯毛坯】,249.0,1室1厅 ,62.53, 南 , 毛坯 ,中楼层(共6层),2004-01-01, 板楼,1,1,中,6,满五唯一,False,False,5.517452896464707,low,1.0
pudong,huinan,花园洋房，便生活。南北通双阳台户型，闹中取静，,380.0,3室2厅 ,112.48, 南 , 毛坯 ,中楼层(共5层),2008-01-01, 板楼,3,2,中,5,不满五,False,False,5.940171252720432,low,0.6666666666666666
minhang,chunshen,蔷薇新村 2室1厅 260万,260.0,2室1厅 ,70.5, 南 北 , 其他 ,中楼层(共6层),1998-01-01, 板楼,2,1,中,6,不满五,False,False,5.560681631015528,low,0.5
pudong,sanlin,11号线三林东+电梯中区+双南两房+一手动迁+业主急售,430.0,2室2厅 ,92.06, 南 北 , 毛坯 ,中楼层(共10层),1999-01-01, 板楼,2,2,中,10,不满五,False,False,6.063785208687608,low,1.0
xuhui,huadongligong,难得一见的板式户型，自住精装修，满五唯一，诚心出售,615.6,2室2厅 ,81.0, 南 , 精装 ,中楼层(共6层),2001-01-01, 板楼,2,2,中,6,满五唯一,False,False,6.422597401964724,low,1.0
baoshan,songnan,一梯2户，房源得房率高，户型方正,172.0,1室1厅 ,42.03, 南 , 毛坯 ,高楼层(共6层),1997-01-01, 板楼,1,1,高,6,不满五,False,False,5.147494476813453,low,1.0
minhang,jinhongqiao,紧凑小三房，二房朝南，采光好，带地暖开放式厨房,830.0,3室2厅 ,136.81, 南 , 简装 ,中楼层(共8层),1997-01-01, 板塔结合,3,2,中,8,不满五,False,False,6.721425700790643,low,0.6666666666666666
minhang,jinganxincheng,静安新城四区 3室1厅 475万,475.0,3室1厅 ,100.77, 南 , 简装 ,中楼层(共24层),1998-01-01, 塔楼,3,1,中,24,不满五,False,False,6.163314804034641,high,0.3333333333333333
minhang,laominhang,南和北格局楼采光好一梯两户楼层好小区绿化茂盛环境好,198.0,1室1厅 ,59.23, 南 , 精装 ,高楼层(共6层),2005-01-01, 板楼,1,1,高,6,不满五,False,False,5.288267030694535,low,1.0
baoshan,songbao,经典一室一厅，朝南大阳台，小区门口就是宝杨菜市场必看好房,135.0,1室1厅 ,39.59, 南 , 简装 ,高楼层(共6层),1993-01-01, 板楼,1,1,高,6,不满五,False,False,4.90527477843843,low,1.0
pudong,nichengzhen,商品3室2厅满5唯1+30平方大花园+采光阳台+业主诚意,200.0,3室2厅 ,89.78, 南 北 , 精装 ,低楼层(共13层),2013-01-01, 板楼,3,2,低,13,不满五,False,False,5.298317366548036,low,0.6666666666666666
xuhui,huadongligong,02年商品房，精装修板式户型，双天井全明户型采光好房主自荐,575.0,2室2厅 ,91.17, 南 , 精装 ,低楼层(共6层),2002-01-01, 板楼,2,2,低,6,不满五,False,False,6.354370040797351,low,1.0
pudong,weifang,潍坊九村小区花园位置，产权干净，精装自住，诚意出售,470.0,2室0厅 ,48.29, 南 北 , 精装 ,低楼层(共6层),1986-01-01, 板楼,2,0,低,6,不满五,False,False,6.152732694704104,low,0.0
minhang,wujing,嘉怡水岸(公寓) 2室2厅 395万,395.0,2室2厅 ,91.04, 南 , 精装 ,中楼层(共18层),2013-01-01, 板楼,2,2,中,18,不满五,False,False,5.978885764901122,low,1.0
minhang,jinhongqiao,一梯两户，通风好，位置好，安静,838.0,3室2厅 ,129.93, 南 , 简装 ,高楼层(共6层),2000-01-01, 板楼,3,2,高,6,不满五,False,False,6.731018100482083,low,0.6666666666666666
baoshan,yuepu,此房一室带厅户型，进门宽敞明亮，采光充足,130.0,1室1厅 ,40.57, 南 , 精装 ,高楼层(共6层),1985-01-01, 板楼,1,1,高,6,不满五,False,False,4.867534450455582,low,1.0
pudong,jinqiao,森兰边套大3房+明珠+近6号地铁+单价6.5万+诚意出售必看好房,850.0,3室2厅 ,130.0, 南 , 毛坯 ,低楼层(共11层),2015-01-01, 板楼,3,2,低,11,不满五,True,False,6.745236349484363,low,0.6666666666666666
minhang,pujiang1,新上前滩南+景观楼层+南北通透+产权车位+诚意出售房主自荐,590.0,2室2厅 ,92.74, 南 北 , 精装 ,高楼层(共13层),2014-01-01, 板楼,2,2,高,13,不满五,False,False,6.380122536899765,low,1.0
pudong,yangjing,精装修 非顶楼 认可度较高户型 南北通透 没有孩子读书,540.0,2室1厅 ,59.91, 南 北 , 精装 ,高楼层(共6层),1994-01-01, 板楼,2,1,高,6,不满五,False,False,6.29156913955832,low,0.5
xuhui,longhua,两南一北，看小区花园视野佳，满五唯一税少,510.0,3室1厅 ,79.97, 南 , 简装 ,高楼层(共6层),1993-01-01, 板楼,3,1,高,6,满五唯一,False,False,6.234410725718371,low,0.3333333333333333
minhang,jinganxincheng,房子满五唯一，精装修，近地铁，房东诚意出售。房主自荐,465.0,1室2厅 ,70.41, 东南 , 精装 ,中楼层(共12层),1999-01-01, 板楼,1,2,中,12,满五唯一,True,False,6.142037405587356,low,2.0
pudong,kangqiao,康桥宝邸 南北两房  精装修拎包入住 看房预约,290.0,2室2厅 ,75.0, 南 北 , 精装 ,低楼层(共6层),2007-01-01, 板楼,2,2,低,6,不满五,False,False,5.66988092298052,low,1.0
xuhui,changqiao,罗秀二村 1室1厅 202万,202.0,1室1厅 ,39.48, 南 , 精装 ,中楼层(共6层),1995-01-01, 板楼,1,1,中,6,不满五,False,False,5.308267697401205,low,1.0
pudong,lingangxincheng,临港新片区 品质小区  业主诚心出售 看房方便,238.0,1室2厅 ,77.74, 南 , 简装 ,高楼层(共4层),2009-01-01, 板楼,1,2,高,4,不满五,False,False,5.472270673671475,low,2.0
pudong,yangjing,抱歉没有图片给您带了不便 可预约维护人实地看房,1156.0,3室2厅 ,138.41, 南 , 精装 ,低楼层(共14层),2005-01-01, 板楼,3,2,低,14,不满五,False,False,7.052721049232323,low,0.6666666666666666
minhang,jinganxincheng,地铁小户型，交通便利，电梯房。,248.0,1室1厅 ,59.0, 西南 , 简装 ,高楼层(共9层),2006-01-01, 板楼,1,1,高,9,不满五,True,False,5.5134287461649825,low,1.0
pudong,caolu,舜峰家苑两房诚意出售楼层位置佳,290.0,2室1厅 ,76.09, 南 , 毛坯 ,高楼层(共11层),2010-01-01, 板楼,2,1,高,11,不满五,False,False,5.66988092298052,low,0.5
xuhui,huajing,新上盛华景苑1房+带产权车位+免征个税+免征增值税,315.0,1室1厅 ,63.06, 南 , 简装 ,低楼层(共32层),2013-01-01, 板楼,1,1,低,32,不满五,False,False,5.752572638825633,high,1.0
pudong,caolu,中虹家园 大两房 装修房 房东诚心出售、房型可随心改,275.0,2室1厅 ,70.0, 南 , 精装 ,中楼层(共14层),2011-01-01, 板楼,2,1,中,14,不满五,False,False,5.616771097666572,low,0.5
minhang,hanghua,低楼层，大三房，单价低，诚心卖房主自荐,370.0,3室1厅 ,89.55, 南 , 简装 ,低楼层(共6层),1997-01-01, 板楼,3,1,低,6,不满五,False,False,5.91350300563827,low,0.3333333333333333
